REG AB,CLAVE CSF,TROQUEL AB,PRINCIPIO ACTIVO,NOMBRE COMERCIAL,POTENCIA,CONTENIDO,FORMA FARMACEUTICA,LABORATORIO,MONTO-FIJO A APLICAR
17329,3999161,3999161,METFORMINA,METFORMIN TEMIS LOSTALO,500 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,20.51
17330,3999162,3999162,METFORMINA,METFORMIN TEMIS LOSTALO,500 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,41.97
21685,4387301,4387301,METFORMINA,METFORMIN TEMIS LOSTALO,850 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,44.02
21686,4387302,4387302,METFORMINA,METFORMIN TEMIS LOSTALO,850 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,87.54
36857,5288751,5288751,METFORMINA,METFORMINA GEN MED,500 MG,30,COMPRIMIDOS,TECHSPHERE,20.51
36858,5288752,5288752,METFORMINA,METFORMINA GEN MED,500 MG,100,COMPRIMIDOS,TECHSPHERE,64.11
49402,6091971,6091971,METFORMINA,METFORMINA IRAOLA,,30,COMPRIMIDOS,IRAOLA,13.32
33332,5136696,5136696,METFORMINA,METFORMINA NORTHIA,500 MG,100,COMPRIMIDOS,NORTHIA,64.11
44740,5890391,5890391,METFORMINA,METFORMINA PUNTANOS,500 MG,30,COMPRIMIDOS,LABORATORIOS PUNTANOS,20.51
36859,5288801,5288801,METFORMINA,METFORMINA RETARD GEN MED,850 MG,30,COMPRIMIDOS,TECHSPHERE,27.31
36860,5288802,5288802,METFORMINA,METFORMINA RETARD GEN MED,850 MG,60,COMPRIMIDOS,TECHSPHERE,54.61
46016,5980001,5980001,METFORMINA,METFORMINA TAURO,500 MG,30,COMPRIMIDOS,LABORATORIOS TAURO,20.51
46017,5980002,5980002,METFORMINA,METFORMINA TAURO,500 MG,60,COMPRIMIDOS,LABORATORIOS TAURO,32.52
46018,5980131,5980131,METFORMINA,METFORMINA TAURO AP,850 MG,30,COMPRIMIDOS,LABORATORIOS TAURO,27.31
46019,5980132,5980132,METFORMINA,METFORMINA TAURO AP,850 MG,60,COMPRIMIDOS,LABORATORIOS TAURO,54.61
43573,0561700,561700,METFORMINA,METFORMINA VANNIER,1000 MG,30,COMPRIMIDOS,VANNIER,41.61
43572,0561697,561697,METFORMINA,METFORMINA VANNIER,500 MG,30,COMPRIMIDOS,VANNIER,20.51
42284,5169831,5169831,METFORMINA,METGLUCON,500 MG,30,COMPRIMIDOS,INVESTI,13.32
42285,5169832,5169832,METFORMINA,METGLUCON,500 MG,60,COMPRIMIDOS,INVESTI,32.52
43206,5169991,5169991,METFORMINA,METGLUCON AP,1000 MG,30,COMPRIMIDOS,INVESTI,49.90
43207,5169992,5169992,METFORMINA,METGLUCON AP,1000 MG,60,COMPRIMIDOS,INVESTI,93.25
48243,1242615,6171973,METFORMINA,METGLUCON AP,500 MG,30,COMPRIMIDOS,INVESTI,44.12
48241,1242616,6171974,METFORMINA,METGLUCON AP,500 MG,60,COMPRIMIDOS,INVESTI,84.20
42286,5232511,5232511,METFORMINA,METGLUCON AP,850 MG,30,COMPRIMIDOS,INVESTI,27.31
42287,5232512,5232512,METFORMINA,METGLUCON AP,850 MG,60,COMPRIMIDOS,INVESTI,54.61
38887,5524551,5524551,METFORMINA,OXEMET,1000 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,41.61
38890,5524552,5524552,METFORMINA,OXEMET,1000 MG,60,COMPRIMIDOS,GLAXOSMITHKLINE,72.77
38885,5524391,5524391,METFORMINA,OXEMET,500 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,13.32
38888,5524392,5524392,METFORMINA,OXEMET,500 MG,60,COMPRIMIDOS,GLAXOSMITHKLINE,32.52
38886,5524421,5524421,METFORMINA,OXEMET,850 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,30.48
38889,5524422,5524422,METFORMINA,OXEMET,850 MG,60,COMPRIMIDOS,GLAXOSMITHKLINE,60.92
36657,5353262,5353262,METFORMINA,REDUGLUC,500 MG,30,COMPRIMIDOS,MICROSULES ARG.,20.51
36658,5353263,5353263,METFORMINA,REDUGLUC,500 MG,60,COMPRIMIDOS,MICROSULES ARG.,41.97
36659,5353264,5353264,METFORMINA,REDUGLUC,500 MG,100,COMPRIMIDOS,MICROSULES ARG.,81.89
36660,5353392,5353392,METFORMINA,REDUGLUC AP,850 MG,30,COMPRIMIDOS,MICROSULES ARG.,46.99
36661,5353393,5353393,METFORMINA,REDUGLUC AP,850 MG,60,COMPRIMIDOS,MICROSULES ARG.,93.62
36662,5353394,5353394,METFORMINA,REDUGLUC AP,850 MG,100,COMPRIMIDOS,MICROSULES ARG.,170.91
5360,0676125,676126,METILDOPA,ALDOMET,250 MG,30,COMPRIMIDOS,TECHSPHERE,40.88
5362,1703402,1703403,METILDOPA,ALDOMET,500 MG,30,COMPRIMIDOS,TECHSPHERE,65.86
30326,2951801,2951801,METIMAZOL,DANANTIZOL,20 MG,30,COMPRIMIDOS,GADOR,26.29
3869,0349006,349006,METIMAZOL,DANANTIZOL,5 MG,100,COMPRIMIDOS,GADOR,18.07
35448,5275142,5275142,METOPROLOL,BELOZOK,100 MG,30,COMPRIMIDOS,ASTRAZENECA,70.99
2193,2425532,2425532,METOPROLOL,LOPRESOR,,30,COMPRIMIDOS,NOVARTIS,30.94
26156,4688444,4688444,METOTREXATO,ARTRAIT,10 MG,10,COMPRIMIDOS,TRB-PHARMA,67.30
38111,5488301,5488391,METOTREXATO,ARTRAIT,15 MG,4,COMPRIMIDOS,TRB-PHARMA,68.71
26154,4688281,4688281,METOTREXATO,ARTRAIT,2.50 MG,20,COMPRIMIDOS,TRB-PHARMA,35.63
26155,4688364,4688364,METOTREXATO,ARTRAIT,7.50 MG,10,COMPRIMIDOS,TRB-PHARMA,62.83
26157,4688602,4688602,METOTREXATO,ARTRAIT 5 UNIDADES,15 MG,2,FRASCO AMPOLLA,TRB-PHARMA,111.89
29369,4939321,4939321,METOTREXATO,ERVEMIN,10 MG,10,COMPRIMIDOS,IVAX ARG.,67.30
41757,5725261,5725261,METOTREXATO,ERVEMIN,15 MG,4,COMPRIMIDOS,IVAX ARG.,61.09
9865,3977041,3977041,METOTREXATO,ERVEMIN,2.50 MG,20,COMPRIMIDOS,IVAX ARG.,35.63
29258,4939241,4939241,METOTREXATO,ERVEMIN,7.50 MG,10,COMPRIMIDOS,IVAX ARG.,62.83
29370,4936852,4936852,METOTREXATO,ERVEMIN 5 UNIDADES,15 MG,1,FRASCO AMPOLLA,IVAX ARG.,104.81
40939,5584261,5584261,METOTREXATO,METODIK,10 MG,10,COMPRIMIDOS,NOVA ARGENTIA,46.73
40937,5507841,5507841,METOTREXATO,METODIK,2.50 MG,20,COMPRIMIDOS,NOVA ARGENTIA,25.43
40938,5584131,5584131,METOTREXATO,METODIK,7.50 MG,10,COMPRIMIDOS,NOVA ARGENTIA,43.29
30771,4724152,4724151,METOTREXATO,METOTREXATO DOSA,2.50 MG,50,COMPRIMIDOS,DOSA,95.97
25524,47241522,4724152,METOTREXATO,METOTREXATO DOSA,2.50 MG,100,COMPRIMIDOS,DOSA,190.72
34570,5247461,5247461,METOTREXATO,TRIXATE,10 MG,4,COMPRIMIDOS,ASTRAZENECA,36.23
34571,5247463,5247463,METOTREXATO,TRIXATE,10 MG,10,COMPRIMIDOS,ASTRAZENECA,67.30
34567,5247255,5247255,METOTREXATO,TRIXATE,2.50 MG,20,COMPRIMIDOS,ASTRAZENECA,35.63
34568,5247301,5247301,METOTREXATO,TRIXATE,7.50 MG,4,COMPRIMIDOS,ASTRAZENECA,28.97
34569,5247303,5247303,METOTREXATO,TRIXATE,7.50 MG,10,COMPRIMIDOS,ASTRAZENECA,43.29
43885,5166721,5166721,MONTELUKAST,INSPIROL,10 MG,30,COMPRIMIDOS,LAZAR,182.20
43883,5166511,5166511,MONTELUKAST,INSPIROL,4 MG,30,COMPRIMIDOS,LAZAR,149.35
43884,5166671,5166671,MONTELUKAST,INSPIROL,5 MG,30,COMPRIMIDOS,LAZAR,182.20
46454,5864842,5864842,MONTELUKAST,LUKASMA,10 MG,30,COMPRIMIDOS,FORTBENTON,182.20
46455,5864712,5864712,MONTELUKAST,LUKASMA,5 MG,30,COMPRIMIDOS,FORTBENTON,182.20
46559,5990554,5990554,MONTELUKAST,LUKAST,10 MG,30,COMPRIMIDOS,BAGO,229.38
46557,5990394,5990394,MONTELUKAST,LUKAST,4 MG,30,COMPRIMIDOS,BAGO,219.11
46558,5990424,5990424,MONTELUKAST,LUKAST,5 MG,30,COMPRIMIDOS,BAGO,225.71
48239,6097000,6097000,MONTELUKAST,MONTELUKAST RICHET,10 MG,30,COMPRIMIDOS,RICHET,182.20
48242,6097130,6097130,MONTELUKAST,MONTELUKAST RICHET,4 MG,30,COMPRIMIDOS,RICHET,149.35
48240,6097260,6097260,MONTELUKAST,MONTELUKAST RICHET,5 MG,30,COMPRIMIDOS,RICHET,182.20
43014,5442681,5442681,MONTELUKAST,MONTRATE,10 MG,30,COMPRIMIDOS,CASASCO,229.38
43012,5449001,5449001,MONTELUKAST,MONTRATE,4 MG,30,COMPRIMIDOS,CASASCO,149.35
43013,5442711,5442711,MONTELUKAST,MONTRATE,5 MG,30,COMPRIMIDOS,CASASCO,225.71
46142,5442841,5442842,MONTELUKAST,MONTRATE,,30,SOBRES,CASASCO,149.35
39877,5619841,5619841,MONTELUKAST,ROLAST,10 MG,30,COMPRIMIDOS,PHOENIX,229.38
39878,5619971,5619971,MONTELUKAST,ROLAST NI#OS,4 MG,30,COMPRIMIDOS,PHOENIX,219.11
43718,5843841,5843841,MONTELUKAST,ROLAST NI#OS,4 MG,30,SOBRES,PHOENIX,149.35
39879,5620001,5620001,MONTELUKAST,ROLAST NI#OS,5 MG,30,COMPRIMIDOS,PHOENIX,225.71
22037,4402301,4402301,MONTELUKAST,SINGULAIR,10 MG,30,COMPRIMIDOS,MERCK SHARP,229.38
27144,4820843,4820843,MONTELUKAST,SINGULAIR,4 MG,30,COMPRIMIDOS,MERCK SHARP,219.11
33860,5224871,5224871,MONTELUKAST,SINGULAIR,4 MG,30,SOBRES,MERCK SHARP,219.11
21564,4402481,4402481,MONTELUKAST,SINGULAIR,5 MG,30,COMPRIMIDOS,MERCK SHARP,225.71
15062,3830002,3830002,NADROPARINA CALCICA,FRAXIPARINE 10 UNIDADES,3800,0.4,INYECTABLE,GLAXOSMITHKLINE,527.15
1339,3058223,3058223,NADROPARINA CALCICA,FRAXIPARINE 10 UNIDADES,5700,0.6,INYECTABLE,GLAXOSMITHKLINE,743.23
608,3058143,3058143,NADROPARINA CALCICA,FRAXIPARINE 10 UNIDADES,7500,0.3,INYECTABLE,GLAXOSMITHKLINE,308.67
14924,3830342,3830342,NADROPARINA CALCICA,FRAXIPARINE 10 UNIDADES,7600,0.8,INYECTABLE,GLAXOSMITHKLINE,991.24
48741,3058142,3058142,NADROPARINA CALCICA,FRAXIPARINE 2 UNIDADES,,0.3,INYECTABLE,GLAXOSMITHKLINE,62.95
48742,3830003,3830003,NADROPARINA CALCICA,FRAXIPARINE 2 UNIDADES,,0.4,INYECTABLE,GLAXOSMITHKLINE,107.51
48743,3058222,3058222,NADROPARINA CALCICA,FRAXIPARINE 2 UNIDADES,,0.6,INYECTABLE,GLAXOSMITHKLINE,151.56
48744,3830343,3830343,NADROPARINA CALCICA,FRAXIPARINE 2 UNIDADES,,0.8,INYECTABLE,GLAXOSMITHKLINE,202.15
27353,4787361,4787361,NATEGLINIDA,STARLIX,120 MG,84,COMPRIMIDOS,NOVARTIS,194.29
35754,5289212,5289212,"NICOTINICO,AC.",NIASPAN,1000 MG,28,COMPRIMIDOS,ABBOTT,81.27
35752,5289092,5289092,"NICOTINICO,AC.",NIASPAN,500 MG,28,COMPRIMIDOS,ABBOTT,54.19
35753,5289142,5289143,"NICOTINICO,AC.",NIASPAN,750 MG,28,COMPRIMIDOS,ABBOTT,67.79
45274,5957001,5957001,"NICOTINICO,AC.",NIASPAN CR,1000 MG,30,COMPRIMIDOS,ABBOTT,179.70
45272,5956841,5956841,"NICOTINICO,AC.",NIASPAN CR,500 MG,30,COMPRIMIDOS,ABBOTT,119.40
45273,5956971,5956971,"NICOTINICO,AC.",NIASPAN CR,750 MG,30,COMPRIMIDOS,ABBOTT,145.10
3255,2272664,2272664,NIFEDIPINA,ADALAT,10 MG,30,CAPSULAS,BAYER (PH),23.85
1170,2272662,2272662,NIFEDIPINA,ADALAT,10 MG,50,CAPSULAS,BAYER (PH),37.33
1171,2272663,2272663,NIFEDIPINA,ADALAT,10 MG,100,CAPSULAS,BAYER (PH),52.09
23767,4490341,4490341,NIFEDIPINA,ADALAT OROS,20 MG,30,COMPRIMIDOS,BAYER (PH),127.86
3748,3144692,3144692,NIFEDIPINA,ADALAT OROS,30 MG,20,COMPRIMIDOS,BAYER (PH),105.86
15276,3144693,3144693,NIFEDIPINA,ADALAT OROS,30 MG,30,COMPRIMIDOS,BAYER (PH),123.45
3749,3144772,3144772,NIFEDIPINA,ADALAT OROS,60 MG,20,COMPRIMIDOS,BAYER (PH),137.60
1172,2911121,2911121,NIFEDIPINA,ADALAT RETARD,20 MG,20,COMPRIMIDOS,BAYER (PH),24.87
1173,2911122,2911122,NIFEDIPINA,ADALAT RETARD,20 MG,50,COMPRIMIDOS,BAYER (PH),37.68
14033,3665851,3665851,NIFEDIPINA,ADALAT RETARD 10,10 MG,20,COMPRIMIDOS,BAYER (PH),19.75
14034,3665852,3665852,NIFEDIPINA,ADALAT RETARD 10,10 MG,50,COMPRIMIDOS,BAYER (PH),39.56
25871,4151001,4151001,NIFEDIPINA,NIFED SOL,30 MG,30,COMPRIMIDOS,PHOENIX,74.40
25872,4151181,4151181,NIFEDIPINA,NIFED SOL,60 MG,30,COMPRIMIDOS,PHOENIX,92.36
22356,3695052,3695052,NIFEDIPINA,NIFEDIPINA RETARD BIOTENK,20 MG,50,COMPRIMIDOS,BIOTENK,31.50
22355,3694982,3694982,NIFEDIPINA,NIFEDIPINA SL BIOTENK,10 MG,50,COMPRIMIDOS,BIOTENK,19.25
9355,3017712,3017712,NITROGLICERINA,NITRO DUR II,10 MG,10,APOSITOS / GASAS,MSD ARGENTINA SR,140.32
8054,3017713,3017713,NITROGLICERINA,NITRO DUR II,10 MG,30,APOSITOS / GASAS,MSD ARGENTINA SR,390.74
9354,3017552,3017552,NITROGLICERINA,NITRO DUR II,5 MG,10,APOSITOS / GASAS,MSD ARGENTINA SR,112.15
8053,3017553,3017553,NITROGLICERINA,NITRO DUR II,5 MG,30,APOSITOS / GASAS,MSD ARGENTINA SR,299.71
2201,2840502,2840502,NITROGLICERINA,NITRODERM TTS,10 MG,30,SISTEMAS,NOVARTIS,231.43
2198,2840421,2840421,NITROGLICERINA,NITRODERM TTS,5 MG,10,SISTEMAS,NOVARTIS,67.15
2200,2840422,2840422,NITROGLICERINA,NITRODERM TTS,5 MG,30,SISTEMAS,NOVARTIS,136.79
43522,5666971,5666971,OLANZAPINA,APSICO,10 MG,14,COMPRIMIDOS,RAYMOS,403.76
43523,5666972,5666972,OLANZAPINA,APSICO,10 MG,28,COMPRIMIDOS,RAYMOS,780.12
43519,5666681,5666682,OLANZAPINA,APSICO,2.50 MG,28,COMPRIMIDOS,RAYMOS,297.43
43520,5666711,5666711,OLANZAPINA,APSICO,5 MG,14,COMPRIMIDOS,RAYMOS,211.32
43521,5666712,5666712,OLANZAPINA,APSICO,5 MG,28,COMPRIMIDOS,RAYMOS,408.89
48013,6174133,6174133,OLANZAPINA,ENOLEX,10 MG,28,COMPRIMIDOS,CASASCO,780.12
48012,6174003,6174003,OLANZAPINA,ENOLEX,5 MG,28,COMPRIMIDOS,CASASCO,408.89
19884,4255891,4255891,OLANZAPINA,MIDAX,10 MG,14,COMPRIMIDOS,GADOR,452.55
19885,4255892,4255892,OLANZAPINA,MIDAX,10 MG,28,COMPRIMIDOS,GADOR,936.91
35600,4991411,4991411,OLANZAPINA,MIDAX,2.50 MG,28,COMPRIMIDOS,GADOR,323.50
19883,4255631,4255631,OLANZAPINA,MIDAX,5 MG,14,COMPRIMIDOS,GADOR,229.03
41317,4255632,4255632,OLANZAPINA,MIDAX,5 MG,28,COMPRIMIDOS,GADOR,460.54
48155,6150841,6150841,OLANZAPINA,MIDAX DISPERSABLE,10 MG,14,TABLETAS,GADOR,387.44
48154,6150711,6150711,OLANZAPINA,MIDAX DISPERSABLE,5 MG,14,TABLETAS,GADOR,194.24
34477,5004001,5004001,OLANZAPINA,MIDAX IM 1 UNIDAD,10 MG,1,INYECTABLE,GADOR,43.77
48278,6120001,6120001,OLANZAPINA,OLANZAPINA ROSPAW,10 MG,14,COMPRIMIDOS,ROSPAW,403.76
48279,6120002,6120002,OLANZAPINA,OLANZAPINA ROSPAW,10 MG,28,COMPRIMIDOS,ROSPAW,780.12
48276,6119971,6119971,OLANZAPINA,OLANZAPINA ROSPAW,5 MG,14,COMPRIMIDOS,ROSPAW,211.32
48277,6119972,6119972,OLANZAPINA,OLANZAPINA ROSPAW,5 MG,28,COMPRIMIDOS,ROSPAW,408.89
47925,6148972,6148972,OLANZAPINA,REVERTRIX,10 MG,30,COMPRIMIDOS,RICHMOND,936.04
47923,6148842,6148842,OLANZAPINA,REVERTRIX,5 MG,30,COMPRIMIDOS,RICHMOND,464.92
47583,5087973,5087973,OLANZAPINA,ROLANZAX,10 MG,28,COMPRIMIDOS,VANNIER,780.12
47584,5087763,5087763,OLANZAPINA,ROLANZAX,5 MG,28,COMPRIMIDOS,VANNIER,408.89
45689,5968972,5968972,OLANZAPINA,SARTINA,10 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,1001.91
45687,5968712,5968712,OLANZAPINA,SARTINA,5 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,500.96
45042,5416391,5416391,OLANZAPINA,SIMINA,10 MG,14,COMPRIMIDOS,ELEA,403.76
45043,5416392,5416392,OLANZAPINA,SIMINA,10 MG,28,COMPRIMIDOS,ELEA,936.91
45041,5416131,5416131,OLANZAPINA,SIMINA,5 MG,14,COMPRIMIDOS,ELEA,211.32
49475,5416132,5416132,OLANZAPINA,SIMINA,5 MG,28,COMPRIMIDOS,ELEA,460.54
19647,4213132,4213132,OLANZAPINA,ZYPREXA,10 MG,14,COMPRIMIDOS,ELI LILLY,452.55
19649,4213133,4213133,OLANZAPINA,ZYPREXA,10 MG,28,COMPRIMIDOS,ELI LILLY,936.91
29725,4975571,4975571,OLANZAPINA,ZYPREXA,2.50 MG,28,COMPRIMIDOS,ELI LILLY,323.50
19644,4212981,4212981,OLANZAPINA,ZYPREXA,5 MG,14,COMPRIMIDOS,ELI LILLY,229.03
41041,4212982,4212982,OLANZAPINA,ZYPREXA,5 MG,28,COMPRIMIDOS,ELI LILLY,460.54
34394,4978941,4978941,OLANZAPINA,ZYPREXA IM 1 UNIDAD,10 MG,1,FRASCO AMPOLLA,ELI LILLY,43.08
42052,4783223,4783223,OLANZAPINA,ZYPREXA ZYDIS,10 MG,14,TABLETAS,ELI LILLY,407.55
27331,4783221,4783224,OLANZAPINA,ZYPREXA ZYDIS,10 MG,28,TABLETAS,ELI LILLY,936.91
42051,4783143,4783143,OLANZAPINA,ZYPREXA ZYDIS,5 MG,14,TABLETAS,ELI LILLY,207.24
27332,4783141,4783144,OLANZAPINA,ZYPREXA ZYDIS,5 MG,28,TABLETAS,ELI LILLY,538.29
41191,4780333,4780333,ORLISTAT,CRISPLUS,120 MG,30,CAPSULAS,ELEA,209.32
41192,4780334,4780334,ORLISTAT,CRISPLUS,120 MG,60,CAPSULAS,ELEA,438.61
41193,5708551,5708551,ORLISTAT,CRISPLUS,60 MG,30,CAPSULAS,ELEA,136.18
41194,5708552,5708552,ORLISTAT,CRISPLUS,60 MG,60,CAPSULAS,ELEA,283.88
41202,4699173,4699173,ORLISTAT,FINGRAS,120 MG,30,CAPSULAS,PHOENIX,209.32
38912,4699171,4699171,ORLISTAT,FINGRAS,120 MG,42,CAPSULAS,PHOENIX,270.68
41203,4699174,4699174,ORLISTAT,FINGRAS,120 MG,60,CAPSULAS,PHOENIX,438.61
38913,4699172,4699172,ORLISTAT,FINGRAS,120 MG,84,CAPSULAS,PHOENIX,455.67
41200,5698551,5698551,ORLISTAT,FINGRAS,60 MG,30,CAPSULAS,PHOENIX,136.18
41201,5698552,5698552,ORLISTAT,FINGRAS,60 MG,60,CAPSULAS,PHOENIX,283.88
43757,5629424,5629424,ORLISTAT,FRUGAL,120 MG,30,COMPRIMIDOS,BAGO,209.32
43758,5629426,5629426,ORLISTAT,FRUGAL,120 MG,60,COMPRIMIDOS,BAGO,383.87
44149,5896131,5896131,ORLISTAT,LIPOSOL,120 MG,30,CAPSULAS,BIOTENK,138.60
44113,5883711,5883711,ORLISTAT,LIPOSOL,60 MG,30,CAPSULAS,BIOTENK,91.00
44114,5883714,5883714,ORLISTAT,LIPOSOL,60 MG,60,CAPSULAS,BIOTENK,249.06
42070,5762001,5762001,ORLISTAT,OLEOFIN,120 MG,30,CAPSULAS,CASASCO,138.60
42071,5762002,5762002,ORLISTAT,OLEOFIN,120 MG,60,CAPSULAS,CASASCO,383.87
43688,5840971,5840971,ORLISTAT,OLEOFIN,60 MG,30,CAPSULAS,CASASCO,91.00
47587,6098551,6098551,ORLISTAT,ORLIST,60 MG,30,CAPSULAS,WUNDER PHARM,136.18
47588,6098552,6098552,ORLISTAT,ORLIST,60 MG,60,CAPSULAS,WUNDER PHARM,249.06
24711,4305622,4305622,ORLISTAT,XENICAL,120 MG,42,CAPSULAS,INVESTI,270.68
38880,5543716,5543716,ORLISTAT,XINPLEX,120 MG,42,CAPSULAS,CRAVERI,315.50
38881,5543719,5543719,ORLISTAT,XINPLEX,120 MG,84,CAPSULAS,CRAVERI,395.99
44504,5874137,5874137,ORLISTAT,XINPLEX,60 MG,42,COMPRIMIDOS,CRAVERI,196.74
14088,3732671,3732671,OXCARBAZEPINA,AURENE,300 MG,30,COMPRIMIDOS,IVAX ARG.,212.38
15542,3732672,3732672,OXCARBAZEPINA,AURENE,300 MG,60,COMPRIMIDOS,IVAX ARG.,371.88
15543,3929361,3929361,OXCARBAZEPINA,AURENE,600 MG,30,COMPRIMIDOS,IVAX ARG.,339.68
15544,3929362,3929362,OXCARBAZEPINA,AURENE,600 MG,60,COMPRIMIDOS,IVAX ARG.,592.44
36314,0258001,258001,OXCARBAZEPINA,OXCARBAZEPINA BOUZEN,300 MG,30,COMPRIMIDOS,BOUZEN,86.41
23583,4543141,4543141,OXCARBAZEPINA,RUPOX,300 MG,30,COMPRIMIDOS,MEDIPHARMA,177.53
24700,4543142,4543142,OXCARBAZEPINA,RUPOX,300 MG,60,COMPRIMIDOS,MEDIPHARMA,312.80
25909,4543221,4543221,OXCARBAZEPINA,RUPOX,600 MG,30,COMPRIMIDOS,MEDIPHARMA,339.68
23584,4543222,4543222,OXCARBAZEPINA,RUPOX,600 MG,60,COMPRIMIDOS,MEDIPHARMA,592.44
10129,3133201,3133201,OXCARBAZEPINA,TRILEPTAL,300 MG,30,COMPRIMIDOS,NOVARTIS,212.38
10130,3133202,3133202,OXCARBAZEPINA,TRILEPTAL,300 MG,60,COMPRIMIDOS,NOVARTIS,371.88
22592,4095591,4095591,OXCARBAZEPINA,TRILEPTAL,60 MG,100,JARABE/TONICO,NOVARTIS,149.86
10131,3133381,3133381,OXCARBAZEPINA,TRILEPTAL,600 MG,30,COMPRIMIDOS,NOVARTIS,405.42
10132,3133382,3133382,OXCARBAZEPINA,TRILEPTAL,600 MG,60,COMPRIMIDOS,NOVARTIS,703.27
164,0017191,17191,PILOCARPINA,ISOPTO CARPINA,1%,15,COLIRIO,ALCON,34.34
165,0017431,17431,PILOCARPINA,ISOPTO CARPINA,2%,15,COLIRIO,ALCON,40.49
5193,0760431,760431,PILOCARPINA,SONADRYL,2.50%,10,COLIRIO,ALLERGAN-LOA,14.97
29641,2619592,4943864,PIMOZIDA,ORAP FORTE,4 MG,20,TABLETAS,JANSSEN-CILAG,65.07
729,2725841,2725841,PIRAZINAMIDA,PIRAZINAMIDA,250 MG,100,COMPRIMIDOS,IVAX ARG.,100 % PRECIO VENTA PUBLICO
42773,5776421,5776421,PIRIBEDIL,TRASTONER,,30,COMPRIMIDOS,IVAX ARG.,144.52
23279,4380791,4380791,PIRIBEDIL,TRIVASTAL RETARD,50 MG,30,COMPRIMIDOS,SERVIER,167.29
26027,4380792,4380792,PIRIBEDIL,TRIVASTAL RETARD,50 MG,60,COMPRIMIDOS,SERVIER,371.92
35203,5302843,5302843,PRAMIPEXOL,MAXTENK,0.25 MG,30,COMPRIMIDOS,BIOTENK,33.33
35204,5302973,5302973,PRAMIPEXOL,MAXTENK,1 MG,30,COMPRIMIDOS,BIOTENK,137.20
44951,5681551,5681551,PRAMIPEXOL,NEUROSOMAT,0.25 MG,30,COMPRIMIDOS,BETA,33.33
44952,5681553,5681553,PRAMIPEXOL,NEUROSOMAT,0.25 MG,90,COMPRIMIDOS,BETA,177.43
44953,5681681,5681681,PRAMIPEXOL,NEUROSOMAT,1 MG,30,COMPRIMIDOS,BETA,137.20
44954,5681683,5681683,PRAMIPEXOL,NEUROSOMAT,1 MG,90,COMPRIMIDOS,BETA,616.13
36673,5387551,5387551,PRAMIPEXOL,NIXOL,0.125MG,30,COMPRIMIDOS,INVESTI,31.79
36674,5387681,5387681,PRAMIPEXOL,NIXOL,0.25 MG,30,COMPRIMIDOS,INVESTI,33.33
36675,5387711,5387711,PRAMIPEXOL,NIXOL,1 MG,30,COMPRIMIDOS,INVESTI,137.20
43970,5811682,5811682,PRAMIPEXOL,NOXOPRAN,0.25 MG,30,COMPRIMIDOS,CASASCO,67.19
43971,5811683,5811683,PRAMIPEXOL,NOXOPRAN,0.25 MG,60,COMPRIMIDOS,CASASCO,143.50
43972,5811712,5811712,PRAMIPEXOL,NOXOPRAN,1 MG,30,COMPRIMIDOS,CASASCO,249.00
43973,5811713,5811713,PRAMIPEXOL,NOXOPRAN,1 MG,60,COMPRIMIDOS,CASASCO,486.77
41432,5645683,5645683,PRAMIPEXOL,NULIPAR,0.25 MG,30,COMPRIMIDOS,BALIARDA,33.33
41433,5645713,5645713,PRAMIPEXOL,NULIPAR,1 MG,30,COMPRIMIDOS,BALIARDA,137.20
41434,5645716,5645716,PRAMIPEXOL,NULIPAR,1 MG,60,COMPRIMIDOS,BALIARDA,410.44
49023,6181551,6181551,PRAMIPEXOL,NULIPAR LP,0.375 M,10,COMPRIMIDOS,BALIARDA,37.33
49024,6181683,6181683,PRAMIPEXOL,NULIPAR LP,0.75 MG,30,COMPRIMIDOS,BALIARDA,187.12
49025,6181713,6181713,PRAMIPEXOL,NULIPAR LP,1.5 MG,30,COMPRIMIDOS,BALIARDA,346.17
49026,6181843,6181843,PRAMIPEXOL,NULIPAR LP,3 MG,30,COMPRIMIDOS,BALIARDA,692.36
34491,5185133,5185133,PRAMIPEXOL,PARFENO,0.25 MG,30,COMPRIMIDOS,RAYMOS,33.33
34492,5185139,5185139,PRAMIPEXOL,PARFENO,0.25 MG,100,COMPRIMIDOS,RAYMOS,203.97
34493,5185343,5185343,PRAMIPEXOL,PARFENO,1 MG,30,COMPRIMIDOS,RAYMOS,137.20
34494,5185349,5185349,PRAMIPEXOL,PARFENO,1 MG,100,COMPRIMIDOS,RAYMOS,702.72
42417,5754711,5754711,PRAMIPEXOL,PARMITAL,0.125MG,30,COMPRIMIDOS,RAFFO,31.79
42418,5754841,5754841,PRAMIPEXOL,PARMITAL,0.25 MG,30,COMPRIMIDOS,RAFFO,33.33
42419,5754971,5754971,PRAMIPEXOL,PARMITAL,1 MG,30,COMPRIMIDOS,RAFFO,137.20
