Nro Reg,Troquel,Producto,Presentacion,Accion Terapeutica,Monodroga,Vademecum
43300,5738892,TRACTOLAX,SOBRES X 28,LAXANTE,PEG 3350,CUBIERTOS
16713,3479312,BAREX 70,PVO.P/SOL.ORAL X 1 L,LIMP.INTESTINAL P/DIAG.Y CIRUGIA,PEG 3350+ASOC.,CUBIERTOS
21690,3479313,BAREX S,PVO.HIDROSOL.SOB.X 24,LAXANTE,PEG 3350+ASOC.,CUBIERTOS
21691,3479314,BAREX S,PVO.HIDROSOL.SOB.X 50,LAXANTE,PEG 3350+ASOC.,CUBIERTOS
11456,3479311,BAREX SABORIZADO,PVO.P/SOL.ORAL X 4 L,LIMP.INTESTINAL P/DIAG.Y CIRUGIA,PEG 3350+ASOC.,CUBIERTOS
47954,6176390,SINASTAL,BIDON X 4 L,EVACUANTE INTESTINAL,PEG 3350+ASOC.,CUBIERTOS
35288,5281301,TRACTOCLIN,BIDON X 4 L,SOLUCION P/LAVADO INTESTINAL,PEG 3350+ASOC.,CUBIERTOS
39275,9939275,TRACTOCLIN,SOB.X 1 X 70 G,SOLUCION P/LAVADO INTESTINAL,PEG 3350+ASOC.,CUBIERTOS
39276,5281303,TRACTOCLIN,SOB.X 4 X 70 G,SOLUCION P/LAVADO INTESTINAL,PEG 3350+ASOC.,CUBIERTOS
39541,5580551,BAREX KIT,BAREX70 X2+ 4C.BISACODIL,LIMP.INTESTINAL P/DIAG.Y CIRUGIA,PEG 3350+BISACODILO,CUBIERTOS
49664,9949664,GADOLAX PEG,FCO.X 2 X 70 G+COMP.X 4,LIMP.INTESTINAL P/DIAG.Y CIRUGIA,PEG 3350+BISACODILO,CUBIERTOS
39017,5528551,TRACTODUO,PVO.X 220 G+COMP.REC.X 4,EVACUANTE INTESTINAL,PEG 3350+BISACODILO,CUBIERTOS
48880,6203421,PEGINTRON M,200 MCG/0.5 ML F.A.X 1,INMUNOMODULADOR,PEGINTERFERON ALFA-2B,CUBIERTOS CON AUTORIZACION PREVIA
48881,6203551,PEGINTRON M,300 MCG/0.5 ML F.A.X 1,INMUNOMODULADOR,PEGINTERFERON ALFA-2B,CUBIERTOS CON AUTORIZACION PREVIA
48882,6203681,PEGINTRON M,600 MCG/0.5 ML F.A.X 1,INMUNOMODULADOR,PEGINTERFERON ALFA-2B,CUBIERTOS CON AUTORIZACION PREVIA
35964,5345841,SOMAVERT,10 MG INY.LIOF.F.A.X 30,ANALOGO HORMONA DE CRECIMIENTO,PEGVISOMANT,CUBIERTOS CON AUTORIZACION PREVIA
37281,5345971,SOMAVERT,15 MG INY.LIOF.F.A.X 30,ANALOGO HORMONA DE CRECIMIENTO,PEGVISOMANT,CUBIERTOS CON AUTORIZACION PREVIA
35281,5263701,ALIMTA,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
49137,6176681,ALLTREXED,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
47953,6065001,EKEL,500 MG F.A.LIOF.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
44490,5868681,ENZASTAR,500 MG LIOF.F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
48064,6112261,HOLISTA,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
45511,5977970,LIDORAS,100 MG F.A.LIOF.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
45512,5978000,LIDORAS,500 MG F.A.LIOF.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
48559,6161001,MARTXEL 500 MG 1 FCO.AMP.,500 MG PVO. LIOF. 1 VIAL,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
48185,6124681,PEMETREXED GLENMARK,100 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
47900,612471,PEMETREXED GLENMARK,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
50913,630597,PEMETREXED IMA,500 MG PVO.LIOF.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
49845,6234421,PEMETREXED VARIFARMA,500 MG F.A.PVO.LIOF.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
47225,6099421,PEYMETREL 100,100 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
47224,6099551,PEYMETREL 500,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
46702,6050261,PRAXED,100 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
46703,6050391,PRAXED,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
48515,619001,SUKUBA,500 MG LIOF.F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
44432,5832001,TREXAM,500 MG F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
47495,6121551,TREXTECH,500 MG INY.F.A.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
48272,6103261,VENUSTED,500 MG INY.LIOF.X 1,ANTINEOPLASICO,PEMETREXED,CUBIERTOS CON AUTORIZACION PREVIA
32850,4937761,PENTAVIR CREMA,1% CR.X 5 G,ANTIHERPETICO,PENCICLOVIR,CUBIERTOS
999994,999994,COLOCACION DE VACUNAS,COLOCACION DE VACUNAS,PENDIENTE,PENDIENTE,CUBIERTOS CON AUTORIZACION PREVIA
999939,999939,DIFERENCIA REINTEGRO,DIFERENCIA REINTEGRO,PENDIENTE,PENDIENTE,CUBIERTOS
999901,999901,MEDICACION POR MONODROGA SCIENZA,MEDICAMENTO ONCOLOGICO,PENDIENTE,PENDIENTE,CUBIERTOS CON AUTORIZACION PREVIA
999996,999996,MEDICAMENTO GENERICO ONCOLOGICO SCIENZA,GENERICO SCIENZA,PENDIENTE,PENDIENTE,CUBIERTOS CON AUTORIZACION PREVIA
8445,9908445,PECTOREGEN,JBE.X 250 ML,EXPECTORANTE,PENDIENTE,CUBIERTOS
6705,672742,CUPRIMINE,CAPS.X 100,ANTIRREUMATICO,PENICILAMINA,CUBIERTOS CON AUTORIZACION PREVIA
23857,4281450,CUPRIPEN,250 MG CAPS.X 30,ANTIRREUMATICO,PENICILAMINA,CUBIERTOS CON AUTORIZACION PREVIA
36505,9936505,GALTAMICINA,1200000 UI F.A.X 50,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS CON AUTORIZACION PREVIA
1012,105701,PEN DI BEN,1200000 UI INY.F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
1013,105881,PEN DI BEN,2400000 UI INY.F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
20153,3980831,PENICILINA G BENZATINICA,1200000 UI F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
11991,3758411,PENICILINA G BENZATINICA,2400000 UI F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
20152,3980911,PENICILINA G BENZATINICA,2400000 UI F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
6088,3234520,PENICILINA G BENZATINICA RICHET,1200000 UI F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
6101,3234600,PENICILINA G BENZATINICA RICHET,2400000 UI F.A.X 1,ANTIBIOTICO,PENICILINA G BENZATINICA,CUBIERTOS
32616,9932616,PENICILINA G SODICA DRAWER,1000000 UI F.A.X 100,ANTIBIOTICO,PENICILINA G SODICA,CUBIERTOS CON AUTORIZACION PREVIA
32618,9932618,PENICILINA G SODICA DRAWER,3000000 UI F.A.X 100,ANTIBIOTICO,PENICILINA G SODICA,CUBIERTOS CON AUTORIZACION PREVIA
36506,9936506,PENICILINA NORTHIA,2000000 UI F.A.X 50,ANTIBIOTICO,PENICILINA G SODICA,CUBIERTOS CON AUTORIZACION PREVIA
45990,9945990,PENICILINA NORTHIA,3000000 UI F.A.X 50,ANTIBIOTICO,PENICILINA G SODICA,CUBIERTOS CON AUTORIZACION PREVIA
27294,9927294,PENICILINA SODICA FADA,1000000 UI F.A.X 100,ANTIBIOTICO,PENICILINA G SODICA,CUBIERTOS CON AUTORIZACION PREVIA
27295,9927295,PENICILINA SODICA FADA,3000000 UI F.A.X 100,ANTIBIOTICO,PENICILINA G SODICA,CUBIERTOS CON AUTORIZACION PREVIA
29744,4913660,PENTAMIDINA RICHET,300 MG PVO.LIOF.F.A.X 1,ANTIPROTOZOARIO,PENTAMIDINA,CUBIERTOS CON AUTORIZACION PREVIA
20632,4238561,ELMIRON,100 MG CAPS.X 100,TRAT.CISTITIS INTERSTICIAL,PENTOSAN POLISULFATO,CUBIERTOS CON AUTORIZACION PREVIA
25562,9925562,DILIUM,400 MG COMP.X 60,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
25563,9925563,DILIUM,600 MG COMP.X 30,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
25564,9925564,DILIUM,A.X 10,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
48804,4505782,PENTOMIRON,COMP.REC.X 60,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
23516,4540751,PREVISCAN,RTD.600 MG COMP.X 30,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
38011,5411131,TAMIXOL,400 MG COMP.X 60,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
18410,2091072,TRENTAL,INY.A.X 10 X 5 ML,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
48787,6210391,TRENTAL 400,COMP.REC.LIB.MODIF.X 30,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
48813,6210392,TRENTAL 400,COMP.REC.LIB.MODIF.X 60,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
4337,2500513,TRENTAL 400,GRAG.X 60,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
23103,4473351,TRENTAL 600,600 MG COMP.REC.X 40,VASODILATADOR,PENTOXIFILINA,CUBIERTOS
42976,5750391,COVERENE,5 MG COMP.X 30,ANTIHIPERTENSIVO,PERINDOPRIL,CUBIERTOS
42977,5750421,COVERENE 10,10 MG COMP.X 30,ANTIHIPERTENSIVO,PERINDOPRIL,CUBIERTOS
46415,6032261,COVERAM 10/10,10/10 COMP.X 30,ANTIHIPERTENSIVO,PERINDOPRIL+AMLODIPINA,CUBIERTOS
46414,6032001,COVERAM 10/5,10/5 COMP.X 30,ANTIHIPERTENSIVO,PERINDOPRIL+AMLODIPINA,CUBIERTOS
46413,6032131,COVERAM 5/10,5/10 COMP.X 30,ANTIHIPERTENSIVO,PERINDOPRIL+AMLODIPINA,CUBIERTOS
46412,6031971,COVERAM 5/5,5/5 COMP.X 30,ANTIHIPERTENSIVO,PERINDOPRIL+AMLODIPINA,CUBIERTOS
43975,5820391,PRETERAX,2.5/0.625MG COMP.REC.X30,ANTIHIPERTENSIVO,PERINDOPRIL+INDAPAMIDA,CUBIERTOS
46418,5997131,PRETERAX 10,10/2.5MG COMP.REC.X 30,ANTIHIPERTENSIVO,PERINDOPRIL+INDAPAMIDA,CUBIERTOS
43976,5820421,PRETERAX 5,5/1.25MG COMP.REC.X30,ANTIHIPERTENSIVO,PERINDOPRIL+INDAPAMIDA,CUBIERTOS
35141,5259581,B-JEN,CR.FLUIDA X 100 G,ECTOPARASITICIDA,PERMETRINA,CUBIERTOS
17828,4000022,DERMOPER,CR.FLUIDA X 100 G,ECTOPARASITICIDA,PERMETRINA,CUBIERTOS
50902,9950902,KINDERVAL 1%,CREMA ENJUAGUE X 120 ML,PEDICULICIDA,PERMETRINA,CUBIERTOS
6795,932031,DETEBENCIL,EMULS.X 100 G,ANTIPARASITARIO EXTERNO,'PERMETRINA+BENCILO,BENZOATO',CUBIERTOS
6796,2479251,DETEBENCIL,LOC.X 100 ML,ANTIPARASITARIO EXTERNO,'PERMETRINA+BENCILO,BENZOATO',CUBIERTOS
164,17191,ISOPTO CARPINA,1% SOL.OFT.X 15 ML,MIOTICO,PILOCARPINA,CUBIERTOS
165,17431,ISOPTO CARPINA,2% SOL.OFT.X 15 ML,MIOTICO,PILOCARPINA,CUBIERTOS
46954,9946954,OMACLOPIL,1% SOL.OFT.X 15 ML,ANTIGLAUCOMATOSO,PILOCARPINA,CUBIERTOS
46955,9946955,OMACLOPIL,2% SOL.OFT.X 15 ML,ANTIGLAUCOMATOSO,PILOCARPINA,CUBIERTOS
5193,760431,SONADRYL,2.5% GTS.OFT.X 10 ML,ANTIGLAUCOMATOSO,PILOCARPINA,CUBIERTOS
21989,4429051,WETOL,COMP.REC.X 30,ESTIMULANTE SECREC.SALIVAL,PILOCARPINA,CUBIERTOS
14352,3771441,GLAUCOTENSIL,COLIRIO X 5 ML,HIPOTENSOR OCULAR,PILOCARPINA+TIMOLOL,CUBIERTOS
32943,5122481,ELIDEL,1% CR.X 15 G,TRAT.DERMATITIS ATOPICA,PIMECROLIMUS,CUBIERTOS
29641,4943864,ORAP FORTE,4 MG COMP.X 20,NEUROLEPTICO,PIMOZIDA,CUBIERTOS
33142,5916261,DICETEL,100 MG COMP.X 20,ANTIESPASMODICO,'PINAVERIO,BROMURO',CUBIERTOS
19929,5916262,DICETEL,100 MG COMP.X 30,ANTIESPASMODICO,'PINAVERIO,BROMURO',CUBIERTOS
19930,5916263,DICETEL,100 MG COMP.X 60,ANTIESPASMODICO,'PINAVERIO,BROMURO',CUBIERTOS
44212,5154603,NULITE,100 MG COMP.X 10,ANTIESPASMODICO,'PINAVERIO,BROMURO',CUBIERTOS
43692,5154601,NULITE,100 MG COMP.X 30,ANTIESPASMODICO,'PINAVERIO,BROMURO',CUBIERTOS
43693,5154602,NULITE,100 MG COMP.X 60,ANTIESPASMODICO,'PINAVERIO,BROMURO',CUBIERTOS
27585,4779442,ACTOS,15 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
27586,4779521,ACTOS,30 MG COMP.X 15,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
27587,4779522,ACTOS,30 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
27845,4748092,CERELUC,15 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
27846,4748171,CERELUC,30 MG COMP.X 15,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
27173,4748172,CERELUC,30 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
27848,4748252,CERELUC,45 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
46463,6043001,DIABEN P,15 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
46464,6043131,DIABEN P,30 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
46465,6043261,DIABEN P,45 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
39733,5346261,HIGLUCEM,15 MG COMP.X 14,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
39734,5346262,HIGLUCEM,15 MG COMP.X 28,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
39735,5346391,HIGLUCEM,30 MG COMP.X 14,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
39736,5346392,HIGLUCEM,30 MG COMP.X 28,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
39737,5346421,HIGLUCEM,45 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
26436,4721422,PIOGLIT,15 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
26438,4721502,PIOGLIT,30 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
26440,4721682,PIOGLIT,45 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
38779,5510971,PIOTAMAX 30,30 MG COMP.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
38780,5511001,PIOTAMAX 45,45 MG COMP.BI-RANUR.X 30,ANTIDIABETICO,PIOGLITAZONA,CUBIERTOS
8703,2462241,PRIPER,400 MG CAPS.X 20,QUIMIOTERAPICO URINARIO,'PIPEMIDICO,AC.',CUBIERTOS
8704,2462243,PRIPER,PVO.SOB.X 10,QUIMIOTERAPICO URINARIO,'PIPEMIDICO,AC.',CUBIERTOS
8705,2826582,PRIPER PLUS,CAPS.X 20,ANTIINFECCIOSO URINARIO,'PIPEMIDICO,AC.+FENAZOPIRIDINA',CUBIERTOS
46155,5885681,BAGOTAZ,4G/500 MG F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
29144,3798191,FADA PIPERACILINA,4 G/0.5 G F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
29145,9929145,FADA PIPERACILINA,4 G/0.5 G F.A.X 25,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS CON AUTORIZACION PREVIA
44764,9944764,PETEZAM 4.5,4 G/0.5 G F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
32876,5116210,PIPERACILINA+TAZOBACTAM NORTHIA,4.5 G F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
30473,4127920,PIPERACILINA+TAZOBACTAM RICHET,2.25 G IV F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
28154,4128090,PIPERACILINA+TAZOBACTAM RICHET,4.5 G IV F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
28376,4169921,PIPETEXINA 4.5,4.50 G F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
11477,3277194,TAZONAM,4.50 G F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
40246,5627711,VREDIAN,4.5 G F.A.X 1,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS
40247,9940247,VREDIAN,4.5 G F.A.X 50,ANTIBIOTICO,PIPERACILINA+TAZOBACTAM,CUBIERTOS CON AUTORIZACION PREVIA
7098,2089691,PIPORTIL L 4,100 MG INY.A.X 1,NEUROLEPTICO,PIPOTIAZINA,CUBIERTOS
33404,2089694,PIPORTIL L 4,25 MG INY.A.X 1,NEUROLEPTICO,PIPOTIAZINA,CUBIERTOS
26616,4762691,PIPOTIAZINA 100 DOSA,100 MG A.X 1,NEUROLEPTICO,PIPOTIAZINA,CUBIERTOS
26615,4762511,PIPOTIAZINA 25 DOSA,25 MG A.X 3,NEUROLEPTICO,PIPOTIAZINA,CUBIERTOS
22692,4352071,NOOSTAN,1200 MG COMP.X 20,NOOTROPICO,PIRACETAM,CUBIERTOS
48477,2617932,NOOSTAN,800 MG COMP.X 45,NOOTROPICO,PIRACETAM,CUBIERTOS
729,2725841,PIRAZINAMIDA,250 MG COMP.X 100,ANTIBIOTICO TUBERCULOSTATICO,PIRAZINAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
19559,9919559,PIRAZINAMIDA VEINFAR,250 MG COMP.X 1000,ANTIBIOTICO TUBERCULOSTATICO,PIRAZINAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
48493,6167261,FIBRIDONER,200 MG COMP.X 200,TRAT.DE LA FIBROSIS IDEOPATICA,PIRFENIDONA,CUBIERTOS CON AUTORIZACION PREVIA
49599,6167263,FIBRIDONER,200 MG COMP.X 360,TRAT.DE LA FIBROSIS IDEOPATICA,PIRFENIDONA,CUBIERTOS CON AUTORIZACION PREVIA
42773,5776421,TRASTONER,COMP.REC.LIB.SOSTEN.X 30,AGONISTA DOPAMINERGICO,PIRIBEDIL,CUBIERTOS
23279,4380791,TRIVASTAL RETARD 50,COMP.REC.X 30,AGONISTA DOPAMINERGICO,PIRIBEDIL,CUBIERTOS
26027,4380792,TRIVASTAL RETARD 50,COMP.REC.X 60,AGONISTA DOPAMINERGICO,PIRIBEDIL,CUBIERTOS CON AUTORIZACION PREVIA
27096,889153,MESTINON,60 MG COMP.X 100,ANTIMIASTENICO,PIRIDOSTIGMINA,CUBIERTOS CON AUTORIZACION PREVIA
39267,5469551,MESTINON TS,180 MG COMP.X 30,ANTIMIASTENICO,PIRIDOSTIGMINA,CUBIERTOS
8746,962651,PIRACALAMINA,CR.X 20 G,ANTIINFLAM.ANTIPRURIGINOSO,PIRILAMINA+ASOC.,CUBIERTOS
8747,587443,PIRACALAMINA,LOC.X 120 ML,ANTIINFLAM.ANTIPRURIGINOSO,PIRILAMINA+ASOC.,CUBIERTOS
33035,587441,PIRACALAMINA,LOC.X 50 ML,ANTIINFLAM.ANTIPRURIGINOSO,PIRILAMINA+ASOC.,CUBIERTOS
9106,743021,DARAPRIM,COMP.X 20,ANTIPROTOZOARIO,PIRIMETAMINA,CUBIERTOS
3308,312371,BENISAN,COMP.X 20,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
1917,2812121,BRIONOT,20 MG COMP.X 20,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
38634,5383551,MAXTOL,FCO.GOTERO X 10 ML,ANTIINFLAM.OFTALMICO,PIROXICAM,CUBIERTOS
13173,2768673,MICAR,20 MG COMP.X 20,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
23992,3238160,NALGESIC,20 MG COMP.X 20,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
2824,2695232,PIROXICAM DUPOMAR,20 MG COMP.X 10,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
2825,2695233,PIROXICAM DUPOMAR,20 MG COMP.X 30,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
2832,2695152,PIROXICAM DUPOMAR,GEL X 50 G,ANTIINFLAMATORIO,PIROXICAM,CUBIERTOS
16852,3995783,PIROXICAM VANNIER,20 MG COMP.X 20,ANALGESICO ANTIINFLAM.,PIROXICAM,CUBIERTOS
5515,2690281,SOLOCALM,20 MG COMP.X 20,ANALGESICO ANTIINFLAM.,PIROXICAM,CUBIERTOS
5516,2690282,SOLOCALM,20 MG COMP.X 40,ANALGESICO ANTIINFLAM.,PIROXICAM,CUBIERTOS
5517,2799521,SOLOCALM,INY.A.X 3,ANALGESICO ANTIINFLAM.,PIROXICAM,CUBIERTOS
15483,3917982,SOLOCALM GEL,1% ENV.X 30 G,ANALGESICO ANTIINFLAM.,PIROXICAM,CUBIERTOS
18081,4088742,SOLOCALM RAPIDO,COMP.X 20,ANALGESICO ANTIINFLAM.,PIROXICAM ┴-CICLODEXTRINA,CUBIERTOS
18082,4088821,SOLOCALM RAPIDO,SOB.X 10,ANALGESICO ANTIINFLAM.,PIROXICAM ┴-CICLODEXTRINA,CUBIERTOS
22264,4088822,SOLOCALM RAPIDO,SOB.X 20,ANALGESICO ANTIINFLAM.,PIROXICAM ┴-CICLODEXTRINA,CUBIERTOS
18699,2882341,PIROXICAM RELAX,COMP.X 10,ANTIINFLAMATORIO,PIROXICAM+ASOC.,CUBIERTOS
2831,2882342,PIROXICAM RELAX,COMP.X 30,ANTIINFLAMATORIO,PIROXICAM+ASOC.,CUBIERTOS
8367,1003131,FLEXICAMIN,COMP.X 20,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL,CUBIERTOS
4129,633972,FLOGIATRIN,300/10 MG COMP.X 24,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL,CUBIERTOS
8679,2005432,FLOGIATRIN FORTE,400/10 MG COMP.X 20,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL,CUBIERTOS
5743,3040561,SOLOCALM FLEX,COMP.X 10,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL,CUBIERTOS
8258,3040562,SOLOCALM FLEX,COMP.X 20,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL,CUBIERTOS
8368,2801812,FLEXICAMIN A,COMP.X 20,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL+ASOC.,CUBIERTOS
50335,1003137,FLEXICAMIN B12,COMP.X 10,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL+ASOC.,CUBIERTOS
8369,1003138,FLEXICAMIN B12,COMP.X 20,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+CARISOPRODOL+ASOC.,CUBIERTOS
11643,3517262,FLOGIATRIN B12,COMP.REC.X 20,ANTIINFLAM.ANTINEURITICO,PIROXICAM+CARISOPRODOL+ASOC.,CUBIERTOS
39201,9939201,FLOGIATRIN B12,COMP.REC.X 80,ANTIINFLAM.ANTINEURITICO,PIROXICAM+CARISOPRODOL+ASOC.,CUBIERTOS CON AUTORIZACION PREVIA
13642,3719302,SOLOCALM PLUS,COMP.X 20,ANALGESICO MIORRELAJ.,PIROXICAM+CARISOPRODOL+ASOC.,CUBIERTOS
50333,2801817,FLEXICAMIN B12,INY.F.A.X 1+A.X 1,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+DEXAMETASONA+ASOC.,CUBIERTOS
50334,2801814,FLEXICAMIN B12,INY.F.A.X 4+A.X 4,ANTIINFLAM.MIORRELAJANTE,PIROXICAM+DEXAMETASONA+ASOC.,CUBIERTOS
11644,3517342,FLOGIATRIN B12,INY.F.A.+A.X 3 X 5 ML,ANTIINFLAM.ANTINEURITICO,PIROXICAM+DEXAMETASONA+ASOC.,CUBIERTOS
5520,3014401,SOLOCALM B,COMP.X 10,ANTIINFLAM.ANTINEURITICO,'PIROXICAM+VIT.B,COMPLEJO',CUBIERTOS
8257,3014402,SOLOCALM B,COMP.X 20,ANTIINFLAM.ANTINEURITICO,'PIROXICAM+VIT.B,COMPLEJO',CUBIERTOS
3310,312791,BUTA RUT B12,COMP.X 20,ANTIINFLAMATORIO,PIROXICAM+VIT.B12,CUBIERTOS
33082,4248201,AGIOFIBRAS,GRAN.X 250 G,REGULADOR INTESTINAL,PLANTAGO OVATA,CUBIERTOS
28970,4935860,PLANTABEN,SOB.MONODOSIS X 30,REGULADOR INTESTINAL,PLANTAGO OVATA,CUBIERTOS
1563,2334111,AGIOLAX,ENV.X 100 G,LAXANTE,PLANTAGO OVATA+CASSIA ANGUSTIF.,CUBIERTOS
1564,2334112,AGIOLAX,ENV.X 250 G,LAXANTE,PLANTAGO OVATA+CASSIA ANGUSTIF.,CUBIERTOS
22474,4296482,ACRYLARM,GEL OFT.X 10 G,LUBRICANTE OCULAR,'POLIACRILICO,AC.',CUBIERTOS
16406,3933641,VISCOTEARS,GEL OFT.X 10 G,SUSTITUTO LACRIMAL,'POLIACRILICO,AC.',CUBIERTOS
41086,4327903,HIDROGEL,APLIC.MVD X 12,HUMECTANTE VAGINAL,POLICARBOFILO ACIDO,CUBIERTOS
14487,4327901,HIDROGEL,APLIC.MVD X 2,HUMECTANTE VAGINAL,POLICARBOFILO ACIDO,CUBIERTOS
13274,4327902,HIDROGEL,APLIC.MVD X 6,HUMECTANTE VAGINAL,POLICARBOFILO ACIDO,CUBIERTOS
41085,4785202,HIDROGEL,OV.X 12,HUMECTANTE VAGINAL,POLICARBOFILO ACIDO,CUBIERTOS
