,BARRA,DESCRIPCIÓN,PRESENTACION,,,,LABORATORIO,PRECIO VENTA,FRACCION,,,
100020980,7501001164645,CHA.PANTENE RIZOS DEF.A.PROV 400 ML,FCO,11035,10381,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020982,7506295399544,CINTAS BLAN.ORAL-B 3D WHITE STRIPS 14 U,CJ,52724,52724,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020983,7506195173466,CRE.ORAL-B 1 2 3 75 ML PAGUE 2 LLEVE 3,OFE,7622,7622,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002196,7506195172216,CRE.ORAL-B COMPLETE 100 ML PG2LL3,OFE,10374,10374,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100008730,7506195172209,CRE.ORAL-B COMPLETE 75 ML PG2 LL3,OFE,7996,7996,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002195,7506195137918,CRE.ORAL-B LIM.PRO 75 ML PG2 LL3,OFE,12386,12386,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002194,7506195138182,CRE.ORAL-B PRO-SALUD 75 ML PG2LL3,OFE,10321,10321,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002184,7506309840628,CRE.PEI.PANTENE HIDROCAUTERIZA.300 ML,FCO,7772,7401,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002198,7506309837253,CRE.PEI.PANTENE RIZOS DEFINIDOS 153 GR,FCO,4885,4885,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002182,7506295388487,CREMA DENTAL ORAL-B 3D WHITE 53 ML,UN,4808,4808,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002183,7506309838441,CREMA DENTAL ORAL-B 3D WHITE 75 ML,UN,6407,6407,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100008916,7506339390162,CREMA DENTAL ORAL-B SENSITIVE ALIV.75 ML,UN,14328,14328,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100019894,3014260279165,CREMA DENTAL ORAL-B STAGES,UN,5325,5325,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100019893,7702018980505,CREMA DENTAL PRO KIDS DISNEY 100 GR,UN,4839,4839,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100009592,7501009205296,CUCHILLA MINORA 20 CJ 3 UDS,UN,24619,22629,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100009591,7506339394276,DETERGENTE ACE REGULAR 2000 GR,UN,10109,10109,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100012564,7506195174029,DETERGENTE ACE REGULAR 450 GR,BOL,2543,2543,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100012728,7506339394269,DETERGENTE ACE REGULAR 850 GR,UN,5665,5035,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100019895,7506339391695,DETERGENTE ARIEL BLANQUEADOR 2000 GR,UN,15467,15467,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011792,7506195182086,DETERGENTE ARIEL BLANQUEADOR 450 GR,UN,3073,3073,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011795,7506339391688,DETERGENTE ARIEL BLANQUEADOR 850 GR,UN,7824,7245,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014494,7506309845777,DETERGENTE ARIEL LIQ.POWER PODS 14 UDS,BOL,16453,16453,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014920,7501065906922,DETERGENTE ARIEL LIQ.REGULAR 1000 ML,UN,8743,8743,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014919,7501001109769,DETERGENTE ARIEL LIQUIDO COLOR 1000 ML,UN,8743,7948,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100016368,7506339391657,DETERGENTE ARIEL REGULAR 2000 GR,UN,12607,12607,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014704,7506195177709,DETERGENTE ARIEL REGULAR 450 GR,UN,3073,2969,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014703,7506339391633,DETERGENTE ARIEL REGULAR 850 GR,UN,5831,5399,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100015431,7506339391718,DETERGENTE ARIEL SUAVIZANTE 2000 GR,UN,15467,15467,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018394,7506339391701,DETERGENTE ARIEL SUAVIZANTE 850 GR,UN,7824,7103,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018393,7506339394207,DETERGENTE RINDEX FLORAL 2000 GR,UN,9137,9137,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017279,7506339394191,DETERGENTE RINDEX FLORAL 850 GR,UN,4234,4234,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002736,20800722469,DTE ANT.OLD SPICE AFTER PARTY BARRA 50 G,UN,8483,8078,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017281,7506309864761,DTE ANT.OLD SPICE AFTER PARTY SPRAY 93GR,UN,10071,9501,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017283,7506309899039,DTE ANT.OLD SPICE BLOCKER BARRA 50 GR,UN,8483,8483,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017282,7506309899053,DTE ANT.OLD SPICE BLOCKER CREMA 48 GR,UN,11209,10676,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017280,7506309898889,DTE ANT.OLD SPICE BLOCKER SPRAY 93 GR,UN,10071,10071,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100002739,20800307642,DTE ANT.OLD SPICE FRESH BARRA 50 GR,UN,8483,8078,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017290,7506309864747,DTE ANT.OLD SPICE FRESH SPRAY 93 GR,UN,10071,9501,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018392,7506309864754,DTE ANT.OLD SPICE PURE SPORT SPRAY 93 GR,UN,10071,9501,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018391,7501001309077,DTE ANT.OLD SPICE V.I.P BARRA 50 GR,UN,8483,8078,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018390,7506309864778,DTE ANT.OLD SPICE V.I.P SPRAY 93 GR,UN,10071,9501,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017288,7506309839233,DTE ANT.OLD SPICE WOLFTHORN BARRA 50 GR,UN,8483,8078,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017287,7506309839172,DTE ANT.OLD SPICE WOLFTHORN ROLLON 52 GR,UN,6588,6276,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017285,7506309839141,DTE ANT.OLD SPICE WOLFTHORN SPRAY 93 GR,UN,10071,10071,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017286,47400097728,DTE GILLETTE 3X GEL COOL WAVE 113 GR H,OFE,11244,10354,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100019553,47400097872,DTE GILLETTE 3X GEL POWER RUSH 113 GR H,OFE,11244,11244,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020412,7702018983742,DTE GILLETTE BAR ADVANCED COOL W.48 GR H,UN,13871,12586,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017278,7702018023721,DTE GILLETTE BAR ADVANCED SPORT 48 GR H,FCO,13871,13468,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017571,7702018023837,DTE GILLETTE BARRA SPORT 50 GR H,FCO,9108,9018,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200032319,7506339323085,DTE GILLETTE BARRA TRAINING DAY 50 GR H,UN,9108,9108,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027837,7702018913640,DTE GILLETTE POWER BEADS COOL W 82 GR H,UN,12060,11486,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027838,7702018913619,DTE GILLETTE POWER BEADS POWER 82 GR H,UN,12060,11486,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018461,7702018913947,DTE GILLETTE ROLLON ARTIC ICE 60 GR H,UN,7164,6888,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200024871,7702018913954,DTE GILLETTE ROLLON COOL WAVE 60 GR H,UN,7164,6888,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200018366,7506309864822,DTE GILLETTE SPRAY ARCTIC ICE 93 GR H,UN,10505,9550,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200002388,7506309864891,DTE GILLETTE SPRAY POWER RUSH 93 GR H,UN,10505,10505,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200018367,7506309824260,DTE GILLETTE SPRAY SENSITIVE 93 GR H,UN,10505,9550,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200002389,7506309864914,DTE GILLETTE SPRAY SPORT TRIUMPH 93 GR H,UN,10505,10505,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200014161,7506339323078,DTE GILLETTE SPRAY TRAINING DAY 93 GR H,UN,10505,10505,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200021056,7702018023813,DTE SERIES BARRA COOL WAVE 50 GR H,OFE,9108,9108,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200021057,7506195170366,DTE.GILLETTE SPRAY 3X SPORT 106 GR H,UN,10505,9550,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200022762,75917265,DTE.OLD SPICE FRESH ROLLON 50 ML,UN,6588,6588,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011051,7506195114766,ENJ.ORAL B CLINICAL PROTECTION 250 ML,UN,7380,7380,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011052,7501086453030,ENJ.ORAL B COMPLETE HIERBABUENA 500 ML,FCO,10704,9246,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011424,7506295307747,ENJUAGUE ORAL B 3D WHITE  473 ML,UN,10752,10752,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011053,7506295307754,ENJUAGUE ORAL B 3D WHITE 237 ML,UN,7281,7281,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011419,7501086453016,ENJUAGUE ORAL B COMPLETE MENTA 500 ML,FCO,10704,9246,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011050,7501086453023,ENJUAGUE ORAL B MENTA 350 ML,UN,8402,8402,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011421,7506195132869,ENJUAGUE ORAL B PROSALUD DIA 500 ML,UN,12615,12148,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011054,7506339394153,ENJUAGUE ORAL B SENSITIVE 350 ML,UN,10438,10438,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200013387,7702018951123,ESPUMA AFEITAR GILLETTE P.NORMAL 150 GR,FCO,8798,8798,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200013386,7702018951185,ESPUMA AFEITAR GILLETTE P.SENSIBLE150 GR,FCO,8798,7855,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200013385,7702018053476,ESPUMA DE AFEITAR FOAMY MENTHOL 175 GR,FCO,10351,9242,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200013384,3014260273910,ESPUMA DE AFEITAR FOAMY MENTHOL 312 GR,FCO,17078,15248,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011420,47400241459,ESPUMA DE AFEITAR FOAMY SENSIBLE 312 GR,UN,17078,17078,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100011467,7702018013326,ESPUMA DE AFEITAR FOAMY SKIN 175 GR,FCO,10351,10351,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100009991,7506295348238,GEL AFEITAR FUS.PROGLIDE REFRESCA.198 GR,UN,18539,17326,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200031123,7506295348221,GEL DE AFEITAR FUS.PROGLIDE HIDRA.198 GR,UN,18539,17326,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200031122,7702018273836,GEL DE AFEITAR MACH3 IRRITATION 198 GR,UN,17729,17729,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200031121,47400130715,GEL DE AFEITAR SERIES HIDRATANTE 198 GR,UN,17663,17663,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025690,47400130708,GEL DE AFEITAR SERIES SENSIT.SKIN 198 GR,UN,17663,17663,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100012221,47400141490,GEL SATINCARE MUJER 198 GR,UN,17775,15871,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100012220,7506195170052,JAB.SUPREMO LIMON 340 GR,UN,1306,1198,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100012222,7702018283200,MAQ.AFEITAR GILLETTE FUS.PROGLI.POWER,UN,33327,33327,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200015723,7702018283170,MAQ.AFEITAR GILLETTE FUSION PROGLIDE,UN,27358,27358,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200015724,7702018072392,MAQ.DESECHABLE VENUS 3 2 UDS,UN,8677,8677,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025687,7702018072408,MAQ.DESECHABLE VENUS 3 4 UDS,UN,16466,16466,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200015722,7702018314850,MAQ.DESECHABLE VENUS MALIBU 2 UDS,UN,14011,14011,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025691,7702018072361,MAQ.DESECHABLE VENUS OCEANA 2 UDS,UN,14011,14011,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025692,7702018348077,MAQ.GILLETTE BODY,UN,10651,10651,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200016581,7702018265619,MAQ.GILLETTE SIMPLY MUJER UNIDAD,DIS,2500,2500,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200016582,7702018072460,MAQ.GILLETTE VENUS,UN,9188,9188,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200016580,7702018326709,MAQ.GILLETTE VENUS EMBRACE,UN,18423,17058,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014451,7702018037803,MAQ.MACH 3 SENSITIVE,UN,11111,11111,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014449,7702018283132,MAQ.MACH 3 SENSITIVE POWER,UN,21493,21493,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014450,7506339358759,MAQ.MACH 3 SENSTIVE+REP.MACH 3 SEN.2 P.E,OFE,24889,24889,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014452,7702018011100,MAQ.MINORA II MANGO ANTIDESLIZANTE UNIDAD,PAQ,22152,1300,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017650,7506195153574,MAQ.PRESTOBARBA 3 BODYSENSE 2 UDS,UN,8761,8761,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017647,7506195184431,MAQ.PRESTOBARBA 3 BODYSENSE 4 UDS,UN,16692,14772,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017646,7702018874781,MAQ.PRESTOBARBA 3 MUJER 2 UDS,UN,8762,8762,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017645,7702018294770,MAQ.PRESTOBARBA 3 ROJA 2 UDS,UN,8761,7892,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017649,7501009225003,MAQ.PRESTOBARBA EXCEL 2 UDS,DIS,6862,6695,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017648,3014260442293,MAQ.PRESTOBARBA EXCEL MUJER 6 UDS,DIS,11372,11372,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100018464,7702018920235,MAQ.PRESTOBARBA GILLETTE 3 10 UDS,DIS,26724,24518,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025487,7702018983872,MAQ.PRESTOBARBA GILLETTE 3 ICE 2 UDS,DIS,8761,7892,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025488,7506339340204,MAQ.PRESTOBARBA GILLETTE 3 SEN.PRO.10UDS,BOL,26724,23330,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200017581,7501009222736,MAQ.PRESTOBARBA U.GRIP  UNIDAD AZUL,PAQ,1850,1850,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014943,7501009224181,MAQ.PRESTOBARBA U.GRIP C.MOV.UNIDAD VERD,PAQ,1850,1850,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025485,7501009224020,MAQ.PRESTOBARBA U.GRIP MOV.MUJER 3 UDS,PAQ,9106,9106,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014480,7702018001071,MAQUINA DE AFEITAR MACH 3,UN,9262,9262,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014481,7506309864075,PANTENE HIDROCAUTERIZACION AMPOLLA 15 ML,UN,5166,4968,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025536,7501001170080,PANTENE HIDROCRE.AMI.PROV RIZ.DEF.300 ML,UN,7772,7401,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020323,7501001303549,PANTENE HIDROCRE.AMIN.PROV C.CAIDA 300ML,UN,7772,7772,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020306,7501001170073,PANTENE HIDROCREMA A.PROV.LIS.EXT.300 ML,UN,7772,7401,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020307,7506309883298,PANTENE REP.REJUVEN.AMPOLLA,CJ,5166,4968,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020301,7506309883304,PANTENE REP.REJUVEN.AMPOLLA 3 UDS,CJ,13001,12501,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020300,7506309867793,PANTENE REPARACION AMPOLLA DISP. 4 UDS,DIS,17508,16834,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020317,41333014630,PILA DURACELL ALKALINA AA X 2 UDS,BLI,14030,2400,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025483,41333431482,PILA DURACELL ALKALINA AAA X 2  UDS,DIS,13856,2400,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020314,41333000992,PILA DURACELL C REDONDA,UN,10362,10362,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020324,41333001043,PILA DURACELL CUADRADA,UN,10704,10704,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020313,41333000985,PILA DURACELL D REDONDA,UN,12625,12625,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020302,7702018283262,REP.MAQ.AFEITAR FUSION PROGLIDE 2 UDS,PAQ,23185,23185,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020312,7702018283231,REP.MAQ.AFEITAR FUSION PROGLIDE 4 UDS,PAQ,41732,41732,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020309,7506339323160,REP.MAQ.AFEITAR GILLETTE MACH 3 3 UDS,DIS,19731,19731,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025479,7506339323184,REP.MAQ.AFEITAR GILLETTE MACH 3 6 UDS,DIS,31072,31072,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020320,7702018072477,REP.MAQ.AFEITAR VENUS 2 UDS,PAQ,12256,11041,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025478,7702018326716,REP.MAQ.AFEITAR VENUS EMBRACE 2 UDS,PAQ,24565,20639,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100020310,47400179240,REPUESTO MAQ.AFEIT.MACH 3 2 UDS,PAQ,12151,12151,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014053,47400179660,REPUESTO MAQ.AFEIT.MACH 3 4 UDS,UN,24958,24958,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014448,7702018884155,REPUESTO MAQ.AFEIT.MACH 3 POWER 2 UDS,PAQ,17227,17227,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025480,7702018884124,REPUESTO MAQ.AFEIT.MACH 3 POWER 4 UDS,PAQ,31051,31051,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014446,3014260275143,REPUESTO MAQ.AFEIT.MACH 3 TURBO 2 UDS,PAQ,16999,16999,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100014447,3014260274917,REPUESTO MAQ.AFEIT.MACH 3 TURBO 4 UDS,PAQ,30693,27161,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200019171,7702018037865,REPUESTO MAQ.MACH 3 SENSITIVE 2 UDS,BLI,15408,15408,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200019170,7702018037896,REPUESTO MAQ.MACH 3 SENSITIVE 4 UDS,BLI,26271,26271,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200031687,7702018084791,REPUESTO MAQUINA DE AFEITAR MACH 3,UN,5254,5254,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025475,7501086495146,REPUESTO ORAL B CONICO 6 UDS,BLI,10893,10893,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025476,7506195196984,SALVO LIQUIDO LIMON 300 ML,UN,4109,3728,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200025477,7506309855615,SEDA DENTAL ORAL B 3D WHITE 35 MTS,UN,6356,6356,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200026149,7506195137093,SEDA DENTAL ORAL B PRO SALUD MEN.25 MTS,UN,6356,6356,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200026148,7891051029828,SEDA DENTAL ORAL B SATIN TAPE 25 MTS,UN,5782,5782,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100017422,7800005064020,SEDA DENTAL ORAL B SUPER SEDA 50 UDS,UN,8880,8880,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027050,7800005081225,SEDA DENTAL ORAL-B ESS.FLOSS MENTA 25MTS,UN,4533,3167,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200026151,7501001155841,SUAVIZANTE DOWNY FLORAL 800 ML,UN,3547,3547,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200024541,7506295359326,TRAT.FORTICA.PANTENE EXP.AGEDEFY 125 ML,FCO,25080,25080,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200026150,4902430537216,TRAT.HEAD-SHOULDERS A.CASPA AMPOLLA 15ML,UN,5595,5254,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027480,7506195196694,TRAT.PANTENE 3 MIN.DE RESCATE 3 AMP 15ML,CJ,13001,13001,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200029632,7506195196687,TRAT.PANTENE 3 MIN.DE RESCATE AMP.15 ML,AMP,5166,5166,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200026640,7506309873183,TRAT.PANTENE CAPILAR LISS EFFECT 60 ML,POT,12237,11767,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027481,7501006740219,TRAT.PANTENE INT.RESTAURACION 300 ML,POT,11416,10873,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100021244,7506309873305,TRAT.PANTENE OLEO 100 ML,POT,16473,14708,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
100019393,7506309866499,VICK CHERRY DROPS SBS 5 PASTILLAS,SBS,850,850,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200030587,7501001280031,VICK JARABE MIEL 120 ML,FCO,12540,11475,0,PROCTER & GAMBLE COLOMBIA,1.10%,0,,,
100019413,7501001153182,VICK JARABE NINOS ADULTOS 120 ML,FCO,12540,11475,0,PROCTER & GAMBLE COLOMBIA,1.10%,0,,,
200025686,7506195114513,VICK LIMON 24 SBS 5 PASTILLAS,SBS,900,900,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027295,7506309866505,VICK MENTOL DROPS  SBS 5 PASTILLAS,SBS,850,850,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027915,7506195114506,VICK NARANJA  SBS 5 PASTILLAS,SBS,900,900,0.16,PROCTER & GAMBLE COLOMBIA,1.35%,0,,,
200027914,7501001246730,VICK VAPORUB 12 GR 12 UDS,CJ,38380,34891,0,PROCTER & GAMBLE COLOMBIA,0.5%-,0,,,
200025673,7590002012468,VICK VAPORUB 50 GR,OFE,11021,10019,0,PRODUCTOS FAMILIA SANCELA,0.5%,0,,,
200025672,7702026321475,2 PAN.DESM.FAMILIA POMYS 60 UDS P.E,OFE,5284,4847,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200025674,7702026328719,2 PANUELOS FAMILIA CUBO 60 T.H P.E,OFE,5022,5022,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200016720,7702027402692,2 TOA.NOSOTRAS B.NOCHE.10U+JAB.INT.110ML,OFE,14337,14337,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200025382,7702027429415,2 TOA.NOSOTRAS ULT.INV.AJUST.SEG.8U.P.E,OFE,4809,4809,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200024058,7702026610210,2 TOALLAS DE MANOS 80 UDS P.E,OFE,5042,4483,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200027482,7702027440243,2.PROTECTOR LACTINOSOTRAS 40 UDS PRE.ESP,OFE,12555,12555,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200027240,7702027427718,3 JABON INTIMO NOSOTRAS 50 ML,DIS,8633,8633,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200027241,7702026031862,CHA.BANO LIQUIDO PEQUENIN 2 EN 1 300 ML,UN,7853,7853,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200027242,7702026318635,CHA.BANO LIQUIDO PEQUENIN 50 ML,UN,1155,1155,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
100017082,7702026318703,CHA.BANO PEQUENIN 300 ML+750 ML P.E,OFE,14592,14592,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
100019907,7702026083014,COMBO DISP.FAMILIA+2 TOALLA MAN.EN Z(A),UN,51853,51853,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
