200005912,7707101103007,SACALECHE MEDICAL VIDRIO,UN,6781,6781,0.16,D-CRISTAL LTDA,B55,0
200005911,7707101103014,SACALECHE MEDICAL PLASTICO,UN,5687,5687,0.16,D-CRISTAL LTDA,B55,0
200028423,7707101103021,PERA LAVADO DE OIDO CRISTAL,UN,2406,2187,0.16,D-CRISTAL LTDA,B55,9.1
200022479,7707101103052,PERA VAGINAL D CRISTAL,UN,6234,5359,0.16,D-CRISTAL LTDA,B55,14.04
200016567,7707101103069,RECOLECTOR LECHE MATERNA CRISTAL,UN,3500,3500,0.16,D-CRISTAL LTDA,B55,0
200029929,7707101103083,3 SACALECHES MEDICAL PLASTICO + BOLIGRAF,OFE,17499,17499,0.16,D-CRISTAL LTDA,B55,0
200029928,7707101103090,3 SACALECHES MEDICAL VIDRIO + BOLIGRAFO,OFE,20780,20780,0.16,D-CRISTAL LTDA,B55,0
200017190,7707101103106,RECOLECTOR LECHE MATERNA CON BIBERON,UN,12031,10390,0.16,D-CRISTAL LTDA,B55,13.64
200017191,7707101103113,ASPIRADOR NASAL D-CRISTAL,UN,2625,2625,0.16,D-CRISTAL LTDA,B55,0
200020866,7707101103151,BIBERON CRISTAL PREMATURO 2 OZ,UN,2789,2789,0.16,D-CRISTAL LTDA,B55,0
200020865,7707101103199,BIBERON CRISTAL MANIJA 5 OZ,UN,2297,2078,0.16,D-CRISTAL LTDA,B55,9.53
200020859,7707101103212,BIBERON CRISTAL VACA 8 OZ,UN,2789,2570,0.16,D-CRISTAL LTDA,B55,7.85
200020860,7707101103236,BIBERON CRISTAL OSO 11 OZ,UN,2789,2570,0.16,D-CRISTAL LTDA,B55,7.85
200020863,7707101103243,BIBERON CRISTAL CORRIENTE 5 OZ,UN,2297,1695,0.16,D-CRISTAL LTDA,B55,26.21
200020862,7707101103250,BIBERON CRISTAL CORRIENTE 8 OZ,UN,2352,2133,0.16,D-CRISTAL LTDA,B55,9.31
200029927,7707101103342,3 RECOLEC.LECHE MATERN.CRISTAL +3 CHUPOS,OFE,10937,10937,0.16,D-CRISTAL LTDA,B55,0
200029925,7707101103359,3 ASPIRADORES CRISTAL + 3 CHUPOS,OFE,8312,8312,0.16,D-CRISTAL LTDA,B55,0
200029926,7707101103366,3 PEZONERAS CRISTAL + 3 CHUPOS,OFE,10937,10937,0.16,D-CRISTAL LTDA,B55,0
200020864,7707101103649,BIBERON CRISTAL MANIJA 8 OZ,UN,2516,2297,0.16,D-CRISTAL LTDA,B55,8.7
200028425,7707101104080,BIBERON POPOCHO CRISTAL,UN,5469,5469,0.16,D-CRISTAL LTDA,B55,0
200030469,7707121910012,POMADA CAPILAR HERBOLD 22 GR,UN,7117,7117,0.16,DISFARMACOL LTDA.,B66,0
200030470,7707121910029,POMADA CAPILAR HERBOLD 46 GR,UN,11221,11221,0.16,DISFARMACOL LTDA.,B66,0
200030471,7707121910043,POMADA CAPILAR HERBOLD 93 GR,UN,16832,16832,0.16,DISFARMACOL LTDA.,B66,0
200030472,7707121920011,CREMA LIQUIDA CAPILAR HERBOLD 120 ML,FCO,13247,13247,0.16,DISFARMACOL LTDA.,B66,0
100018092,7707135601838,REFRITAB PANELA LIMON CANELA 24 SBS,FCO,18728,16052,0,ORVIX FARMACEUTICA LTDA,I66,14.29
100012752,7707135601913,REFRIMIEL LIPTUS JARABE 120 ML,FCO,7616,5712,0,ORVIX FARMACEUTICA LTDA,I66,25
100012751,7707135601920,REFRIMIELITO JARABE 120 ML,FCO,7491,5618,0,ORVIX FARMACEUTICA LTDA,I66,25
100016062,7707135601975,REFRIMIEL LIPTUS 25 SBS,DIS,19976,17122,0,ORVIX FARMACEUTICA LTDA,I66,14.29
100016629,7707135601982,REFRIMIEL CHERRY 25 SBS,DIS,19976,17122,0,ORVIX FARMACEUTICA LTDA,I66,14.29
100021295,7707135601999,REFRIMIEL PROPOLEO SOLUCION 240 ML,FCO,7616,6700,0,ORVIX FARMACEUTICA LTDA,I66,12.03
100021294,7707135602002,REFRIMIELITO PROPOLEO SOLUCION 240 ML,FCO,7491,7491,0,ORVIX FARMACEUTICA LTDA,I66,0
100014594,7707135602606,Z- BIG F FREZA 300 GR,FCO,11237,9631,0,ORVIX FARMACEUTICA LTDA,I66,14.29
100014593,7707135602613,Z- BIG F VAINILLA 300 GR,FCO,11237,11237,0,ORVIX FARMACEUTICA LTDA,I66,0
200015279,7707141301432,PEG POLIETILENGLICOL 3350 SUSP.160 GR,UN,33295,33295,0,TECNOQUIMICAS S.A.,G81,0
200004589,7707141301470,EQUI.BURETROL 150 ML ARC7503,UN,3916,3916,0,BAXTER S.A.,A49,0
200024023,7707141301494,NUTRIFLO BOLSA AVIACOM EQU.ADM.ENTERAL,UN,11794,11233,0.16,BAXTER S.A.,A49,4.76
200004590,7707141301524,EQUI.CYSTOFLO MRD2926,UN,5772,5772,0.16,BAXTER S.A.,A49,0
200004586,7707141301586,EQUI.VENOCLISIS MICROG.ADM.SOLUC.MRC0002,UN,2330,2330,0,BAXTER S.A.,A49,0
100013018,7707141303122,HIDRAPLUS 30 CEREZA BOLSA 100 ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
100013016,7707141303139,HIDRAPLUS 30 COCO BOLSA 100 ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
100000438,7707141303269,HIDRAPLUS 45 UVA BOLSA 100 ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
100000437,7707141303276,HIDRAPLUS 45 TUTIFRUTI BOLSA 100ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
100000434,7707141303283,HIDRAPLUS 45 CHICLE BOLSA 100 ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
100000430,7707141303344,HIDRAPLUS 30 COCO 30 500 ML SUERO ORAL,UN,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000431,7707141303351,HIDRAPLUS 30 FRESA 500 ML SUERO ORAL,UN,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000432,7707141303368,HIDRAPLUS 30 TUTIFRUTI 500 ML SUERO ORAL,FCO,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000429,7707141303382,HIDRAPLUS 30 CHICLE 500 ML SUERO ORAL,FCO,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100013015,7707141303399,HIDRAPLUS 30 CEREZA 500 ML SUERO ORAL,FCO,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100018553,7707141303689,HIDRAPLUS 30 CHICLE BOLSA 100 ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
100018552,7707141303696,HIDRAPLUS 30 FRESA BOLSA 100 ML 5 UDS,BOL,8103,8103,0,TECNOQUIMICAS S.A.,G81,0
200004593,7707141317983,EQUIPO SUERO S.AGUJA MACROGOTEO,UN,1452,1330,0,BAXTER S.A.,A49,8.4
200004580,7707141348970,DEXTROSA 5% AD 500 ML ARB0063,FCO,1705,1705,0,BAXTER S.A.,A49,0
200004579,7707141349014,DEXTROSA 10% AD 500 ML ARB0163,BOL,1722,1722,0,BAXTER S.A.,A49,0
200004581,7707141349199,DEXTROSA 5% SS 500 ML ARB1063,BOL,1705,1705,0,BAXTER S.A.,A49,0
200010781,7707141349281,SUERO FISIOLOGICO CLOR.SODIO 9% 100 ML,UN,2744,2744,0,BAXTER S.A.,A49,0
200004610,7707141349304,SUERO FISIOLOGICO CLOR.SODIO 500 ML 1323,UN,1705,1705,0,BAXTER S.A.,A49,0
200004609,7707141349311,SUERO FISIOLOGICO CLO.SOD.1000 ML RB1324,UN,3099,3099,0,BAXTER S.A.,A49,0
200004606,7707141349335,SOLUCION RINGER 500 ML BAXTER ARB2303,BOL,1705,1705,0,BAXTER S.A.,A49,0
200004605,7707141349359,SOLUCION LACTATO RINGER 500ML ARB2323,UN,1705,1705,0,BAXTER S.A.,A49,0
200004598,7707141349366,INYE.LACTATO DE RINGER 1000 ML   ARB2324,BOL,3099,3099,0,BAXTER S.A.,A49,0
200004584,7707141350270,ENEMA TRAVAD FOSFATO 133 ML R.0001,UN,10408,7213,0,TECNOQUIMICAS S.A.,G81,30.7
200004583,7707141350294,ENEMA SOLUCION SALINA 2.5% 1000 ML 004,BOL,17904,17904,0,TECNOQUIMICAS S.A.,G81,0
200004588,7707141350843,EQUI.BOLSA TRAVAD 1500 ML BRD0021,UN,15760,15760,0.16,TECNOQUIMICAS S.A.,G81,0
200004585,7707141353394,EQUI.ADM.SOLUCION C/AGUJA CAL.20 MRC0012,UN,1667,1520,0,BAXTER S.A.,A49,8.82
100000433,7707141363485,HIDRAPLUS 30 UVA 500 ML SUERO ORAL,UN,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000440,7707141363492,HIDRAPLUS 45 COCO 500 ML SUERO ORAL,UN,5705,4402,0,TECNOQUIMICAS S.A.,G81,22.84
100000441,7707141363508,HIDRAPLUS 45 FRESA 500 ML SUERO ORAL,UN,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000443,7707141363515,HIDRAPLUS 45 UVA 500 ML SUERO ORAL,UN,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000449,7707141366165,TRAVAD ORAL LIMON 133 ML,FCO,12714,12714,0,TECNOQUIMICAS S.A.,G81,0
100000442,7707141399255,HIDRAPLUS 45 TUTIFRUTI 500 ML SUERO ORAL,FCO,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
100000439,7707141399262,HIDRAPLUS 45 CHICLE 500 ML SUERO ORAL,FCO,5705,5705,0,TECNOQUIMICAS S.A.,G81,0
200005970,7707145300011,ACEITE ALMENDRAS 25 ML 12 UDS DISANFER,PAQ,8428,7643,0.16,DIST. DISANFER LTDA,B83,9.31
200009421,7707145300028,ACEITE ALMENDRAS 500 ML DISANFER,FCO,6318,5299,0.16,DIST. DISANFER LTDA,B83,16.13
200005973,7707145300035,ACEITE MANZANILLA 25 ML 12 UDS DISANFER,PAQ,8430,8052,0.16,DIST. DISANFER LTDA,B83,4.48
200024158,7707145300042,ACEITE  DISANFER MANZANILLA 500 ML,FCO,5810,5559,0.16,DIST. DISANFER LTDA,B83,4.32
200005980,7707145300059,ACEITE MINERAL 25 ML 12 UDS DISANFER,PAQ,8248,7896,0.16,DIST. DISANFER LTDA,B83,4.27
200005976,7707145300073,ACEITE RICINO 25 ML 12 UDS DISANFER,PAQ,9767,8728,0.16,DIST. DISANFER LTDA,B83,10.64
200009422,7707145300080,ACEITE RICINO 500 ML DISANFER,FCO,8007,7625,0.16,DIST. DISANFER LTDA,B83,4.77
200005987,7707145300097,ALCOHOL YODADO 25 ML 12 UDS DISANFER,PAQ,10952,10734,0,DIST. DISANFER LTDA,B83,1.99
200005994,7707145300134,AZUL DE METILENO 25 ML 12 UDS DISANFER,PAQ,9225,7756,0,DIST. DISANFER LTDA,B83,15.92
200006002,7707145300219,CREOLINA CONCENTRADA 12UDS 25ML DISANFER,PAQ,8430,7793,0.16,DIST. DISANFER LTDA,B83,7.56
200006001,7707145300226,CREOLINA CONCENTRADA DISANFER 60 ML,FCO,1115,1091,0.16,DIST. DISANFER LTDA,B83,2.15
200006000,7707145300233,CREOLINA CONCENTRADA DISANFER 120 ML,FCO,1559,1559,0.16,DIST. DISANFER LTDA,B83,0
200006003,7707145300240,CREOLINA CONCENTRADA DISANFER 240 ML,FCO,2442,2442,0.16,DIST. DISANFER LTDA,B83,0
200006004,7707145300257,CREOLINA DISANFER 500 ML,FCO,4364,4364,0.16,DIST. DISANFER LTDA,B83,0
200006009,7707145300264,FORMOL 12 UDS 25 ML DISANFER,PAQ,6611,6296,0.16,DIST. DISANFER LTDA,B83,4.76
200006010,7707145300271,FORMOL 500 ML DISANFER,BOT,2805,2805,0.16,DIST. DISANFER LTDA,B83,0
200006015,7707145300288,GLICERINA PURA 12 UDS 25 ML DISANFER,PAQ,8248,7793,0.16,DIST. DISANFER LTDA,B83,5.52
200010390,7707145300295,GLICERINA 500 CC LIBRA DISANFER,FCO,6378,3740,0.16,DIST. DISANFER LTDA,B83,41.36
200006012,7707145300301,GLICERINA CARBONA.12 UDS 25ML DISANFER,PAQ,10087,7292,0,DIST. DISANFER LTDA,B83,27.71
200006021,7707145300325,MERCURIO CROMO 12 UDS 25 ML DISANFER,PAQ,13817,11900,0,DIST. DISANFER LTDA,B83,13.87
200006038,7707145300387,TINTURA DE BENJUI 12 UDS 25 ML DISANFER,PAQ,11060,9567,0,DIST. DISANFER LTDA,B83,13.5
200006039,7707145300394,TINTURA DE BENJUI 500 ML,BOT,7851,6658,0,DIST. DISANFER LTDA,B83,15.2
200006043,7707145300448,TINTURA DE YODO 12 UDS 25 ML DISANFER,PAQ,15187,11788,0,DIST. DISANFER LTDA,B83,22.38
200006032,7707145300462,TIMEROSAL TINTURA 12 UDS 25 ML DISANFER,PAQ,11472,9334,0,DIST. DISANFER LTDA,B83,18.64
200006031,7707145300486,TIMEROSAL INCOLORO 12 UDS 25 ML DISANFER,PAQ,10400,8867,0,DIST. DISANFER LTDA,B83,14.74
200022182,7707145300509,VIOLETA DE GENCIANA 25 ML 12 UDS DISANF.,PAQ,11616,9100,0,DIST. DISANFER LTDA,B83,21.66
200006051,7707145300523,YODO BLANCO 12 UDS 25 ML DISANFER,PAQ,10763,8750,0,DIST. DISANFER LTDA,B83,18.7
200024140,7707145300530,YODO BLANCO 500 ML DISANFER,FCO,5600,5391,0,DIST. DISANFER LTDA,B83,3.73
200005981,7707145300585,ACIDO BORICO 50 SBS 10 GR DISANFER,PAQ,7746,7377,0.16,DIST. DISANFER LTDA,B83,4.76
200023171,7707145300592,ACIDO BORICO TALQUERA 60 GRAMOS,UN,2149,2078,0.16,DIST. DISANFER LTDA,B83,3.3
200005982,7707145300608,ACIDO BORICO 500 GR DISANFER,PAQ,3857,3535,0.16,DIST. DISANFER LTDA,B83,8.35
200010041,7707145300615,ACACIA DE LA INDIA 5 GR 20 SBS DISANFER,PAQ,4429,4364,0.16,DIST. DISANFER LTDA,B83,1.47
200010043,7707145300639,ANIS PEPA 20 SBS 5 GR DISANFER,PAQ,4647,4468,0.16,DIST. DISANFER LTDA,B83,3.85
200014956,7707145300653,ANIS ESTRELLADO 20 SBS 10 GR DISANFER,PAQ,12988,12988,0.16,DIST. DISANFER LTDA,B83,0
200010044,7707145300660,AZUFRE 20 SBS 10 GR DISANFER,PAQ,2182,2182,0.16,DIST. DISANFER LTDA,B83,0
200009426,7707145300684,AZUFRE 500 GR DISANFER,PAQ,1638,1559,0.16,DIST. DISANFER LTDA,B83,4.82
200010045,7707145300691,BICARBONATO DE SODA 20 SBS 10GR DISANFER,PAQ,2857,2857,0.16,DIST. DISANFER LTDA,B83,0
200009428,7707145300714,BICARBONATO DE SODA 500 GR DISANFER,PAQ,2092,1922,0.16,DIST. DISANFER LTDA,B83,8.13
200010046,7707145300721,BORAX 10 GR 20 SBS DISANFER,PAQ,2909,2909,0.16,DIST. DISANFER LTDA,B83,0
200010050,7707145300813,HOJAS DE BOLDO 5 GR 20 SBS DISANFER,PAQ,5237,4114,0.16,DIST. DISANFER LTDA,B83,21.44
200010051,7707145300837,HOJAS DE SEN 5 GR 20 SBS DISANFER,PAQ,4189,3948,0.16,DIST. DISANFER LTDA,B83,5.75
200010053,7707145300844,INCIENSO 10 GR 20 SBS DISANFER,PAQ,8676,8676,0.16,DIST. DISANFER LTDA,B83,0
200010054,7707145300868,LINAZA EN PEPA 20 SBS 10 GR DISANFER,PAQ,3013,3013,0.16,DIST. DISANFER LTDA,B83,0
200010385,7707145300875,LINAZA EN PEPA 500 GR DISANFER,PAQ,4394,4254,0.16,DIST. DISANFER LTDA,B83,3.19
200006022,7707145300905,NAFTALINA 10 GR 20 UDS DISANFER,PAQ,7126,6884,0,DIST. DISANFER LTDA,B83,3.4
200009425,7707145300912,ACIDO SALICILICO 20 SBS DISANFER,PAQ,9398,8956,0.16,DIST. DISANFER LTDA,B83,4.7
200010056,7707145300943,SAL NITRO 20 SBS 10 GR DISANFER,PAQ,4156,3988,0.16,DIST. DISANFER LTDA,B83,4.04
100017001,7707145300950,ARNICA LOCION 30 MILILITROS,UN,2057,1766,0.16,DIST. DISANFER LTDA,B83,14.15
100017000,7707145300967,ARNICA LOCION 60 MILILITROS,UN,3314,2857,0.16,DIST. DISANFER LTDA,B83,13.79
200006028,7707145300974,SULFATO DE MAGNESIA 50 SBS 20 GR DISANFE,PAQ,7715,7117,0.16,DIST. DISANFER LTDA,B83,7.75
200009430,7707145300981,SULFATO DE MAGNESIA 100 GR DISANFER,CJ,914,831,0.16,DIST. DISANFER LTDA,B83,9.08
200006030,7707145300998,SULFATO DE MAGNESIA 500 GR DISANFER,PAQ,1937,1673,0.16,DIST. DISANFER LTDA,B83,13.63
200024145,7707145301025,MIEL DE ROSAS DISANFER 25 ML 12 UDS,PAQ,8667,8254,0.16,DIST. DISANFER LTDA,B83,4.77
200005988,7707145301032,ALUMBRE BARRA LIMON DISANFER,CJ,362,362,0.16,DIST. DISANFER LTDA,B83,0
200026172,7707145301056,SAL MARINA 100 GR DISANFER,CJ,935,935,0.16,DIST. DISANFER LTDA,B83,0
200028530,7707145301070,VASELINA PURA 20 GR DISANFER,UN,1200,1143,0.16,DIST. DISANFER LTDA,B83,4.75
200006046,7707145301087,VASELINA EN TARRO 400 GR,TAR,5095,5179,0.16,DIST. DISANFER LTDA,B83,1.65
200028545,7707145301094,CREMA LIMON DISANFER 20 GR,CJ,1351,1236,0.16,DIST. DISANFER LTDA,B83,8.51
200009424,7707145301230,ACIDO BORICO 100 GR DISANFER,CJ,1203,1195,0.16,DIST. DISANFER LTDA,B83,0.67
200009427,7707145301247,BICARBONATO DE SODA 100 GR DISANFER,CJ,913,883,0.16,DIST. DISANFER LTDA,B83,3.29
200005968,7707145301254,ACEITE ALMENDRAS 250 ML DISANFER,FCO,3491,3065,0.16,DIST. DISANFER LTDA,B83,12.2
200005979,7707145301278,ACEITE MINERAL 250 ML DISANFER,FCO,3098,3098,0.16,DIST. DISANFER LTDA,B83,0
200005975,7707145301285,ACEITE RICINO 250 ML DISANFER,FCO,4332,3948,0.16,DIST. DISANFER LTDA,B83,8.86
200006013,7707145301292,GLICERINA PURA 250 ML DISANFER,FCO,3096,2909,0.16,DIST. DISANFER LTDA,B83,6.04
200024311,7707145301308,AGUA DE ROSAS CHENIER 240 ML DISANFER,FCO,1974,1974,0.16,DIST. DISANFER LTDA,B83,0
200006008,7707145301322,FORMOL 250 ML DISANFER,FCO,1822,1818,0.16,DIST. DISANFER LTDA,B83,0.22
200024148,7707145301391,CREMA BIOZINC PROT.CON CALENDULA 50 GR,UN,4973,4601,0.16,DIST. DISANFER LTDA,B83,7.48
200021447,7707145301483,PROT.LABIAL SOFT LIPS SURTIDO 12 UDS,PAQ,20947,19741,0.16,DIST. DISANFER LTDA,B83,5.76
200028546,7707145301490,CREMA BIOZINC PROT.CON CALENDULA 20 GR,UN,1789,1611,0.16,DIST. DISANFER LTDA,B83,9.95
200016519,7707145301551,LINAZA MOLIDA 300 GR DISANFER,PAQ,3467,2805,0.16,DIST. DISANFER LTDA,B83,19.09
200016518,7707145301568,ALCANFOR REFINADO 40 TABLETAS DISANFER,PAQ,20883,16917,0,DIST. DISANFER LTDA,B83,18.99
200024146,7707145301575,ACEITE RICINO DISANFER 30 ML,FCO,1880,1247,0.16,DIST. DISANFER LTDA,B83,33.67
200024147,7707145301582,ACEITE RICINO DISANFER 60 ML,FCO,2505,1507,0.16,DIST. DISANFER LTDA,B83,39.84
200018887,7707145301599,ALUMBRE NATURAL 30 GR DISANFER,CJ,380,346,0.16,DIST. DISANFER LTDA,B83,8.95
200016640,7707145301605,SAL VIGUA 15 GR 20 SBS DISANFER,PAQ,2286,2286,0.16,DIST. DISANFER LTDA,B83,0
200014483,7707145301650,VASELINA PURA 60 GR DISANFER,UN,1645,1507,0.16,DIST. DISANFER LTDA,B83,8.39
200018080,7707145301667,JABON LIQ.CHENIER.ANTIBAC.FRESA 300 ML,UN,4424,4104,0.16,DIST. DISANFER LTDA,B83,7.23
200018081,7707145301674,JABON LIQ.CHENIER.ANTIBAC.HERBAL 300 ML,UN,3915,3915,0.16,DIST. DISANFER LTDA,B83,0
200019400,7707145301889,ACEITE CORPORAL NARANJA DISANFER 275 ML,UN,5813,4208,0.16,DIST. DISANFER LTDA,B83,27.61
200021449,7707145301896,ACEITE CORPORAL DISANFER COCO 275 ML,FCO,5813,4468,0.16,DIST. DISANFER LTDA,B83,23.14
200021448,7707145301919,ACEITE CORPORAL DISANFER CALENDULA 275ML,FCO,5813,4468,0.16,DIST. DISANFER LTDA,B83,23.14
200021450,7707145301926,ACEITE CORPORAL DISANFER AGUACATE 275 ML,FCO,5813,4531,0.16,DIST. DISANFER LTDA,B83,22.05
200021451,7707145301933,ACEITE CORPORAL DISANFER LINAZA 275 ML,FCO,5813,4531,0.16,DIST. DISANFER LTDA,B83,22.05
200018792,7707145301957,CLORURO DE MAGNESIO 100 GR DISANFER,UN,2381,2286,0.16,DIST. DISANFER LTDA,B83,3.99
200020226,7707145301971,ACIDO BORICO TALQUERA 100 GR,UN,2799,2701,0.16,DIST. DISANFER LTDA,B83,3.5
200020227,7707145301988,ACIDO BORICO TALQUERA 250 GR,UN,4624,4312,0.16,DIST. DISANFER LTDA,B83,6.75
200024157,7707145302152,ACEITE CORPORAL DISANFER SANDIA 275 ML,FCO,5813,4531,0.16,DIST. DISANFER LTDA,B83,22.05
200024144,7707145302169,CLORURO DE MAGNESIO DISANFER 30 GR,UN,727,668,0.16,DIST. DISANFER LTDA,B83,8.12
200024153,7707145302381,ACEITE CORPORAL DISANFER AGUACATE  60 ML,FCO,2576,2108,0.16,DIST. DISANFER LTDA,B83,18.17
200024154,7707145302398,ACEITE CORPORAL DISANFER COCO 60 ML,FCO,2576,1974,0.16,DIST. DISANFER LTDA,B83,23.37
200024156,7707145302589,ACEITE CORPORAL DISANFER NARANJA 60 ML,FCO,2576,1974,0.16,DIST. DISANFER LTDA,B83,23.37
200024312,7707145302619,AGUA DE ROSAS CHENIER 120 ML DISANFER,FCO,1604,1507,0.16,DIST. DISANFER LTDA,B83,6.05
200025554,7707145302695,GEL ANTIBACTERIAL DISANFER 120 ML,UN,2269,2182,0.16,DIST. DISANFER LTDA,B83,3.83
200030700,7707145302701,GEL ANTIBACTERIAL DISANFER 40 ML,FCO,987,987,0.16,DIST. DISANFER LTDA,B83,0
200030112,7707145302756,CHENIRUB 12 GR 12 UNIDADES,CJ,14338,14338,0.16,DIST. DISANFER LTDA,B83,0
200030696,7707145302763,CREMA DE CALENDULA VIT.E + ALOE 60 GR,CJ,6026,6026,0.16,DIST. DISANFER LTDA,B83,0
200030694,7707145302770,CRE.CASTANO DE INDIAS VITAM.E ALOE 60 GR,CJ,4935,4935,0.16,DIST. DISANFER LTDA,B83,0
200030697,7707145302787,CREMA COLAGENO VITAMINA E + ALOE 60 GR,CJ,7896,7896,0.16,DIST. DISANFER LTDA,B83,0
200030699,7707145302794,CREMA GUABA VITAMINA E + ALOE 60 GR,CJ,6026,6026,0.16,DIST. DISANFER LTDA,B83,0
200030698,7707145302800,CREMA HAMAMELIS VIT.E + ALOE 60 GR,CJ,6338,5704,0.16,DIST. DISANFER LTDA,B83,10
200030695,7707145302817,CREMA AZUCENA VIT.E+ALOE  60 GR,CJ,4779,4302,0.16,DIST. DISANFER LTDA,B83,9.98
200006024,7707145302824,PIEDRA POMES DISANFER,UN,675,675,0.16,DIST. DISANFER LTDA,B83,0
200026774,7707145302947,INHALO CAMARA DISANFER ADULTO,CJ,6754,6754,0.16,DIST. DISANFER LTDA,B83,0
200026775,7707145302954,INHALO CAMARA DISANFER PEDIATRICO,CJ,6754,5715,0.16,DIST. DISANFER LTDA,B83,15.38
100010347,7707145302985,CHA.CHENIPION 24 SBS,CJ,17694,14584,0,DIST. DISANFER LTDA,B83,17.58
200012214,7707145303005,REMOVEDOR CHENIER 60 ML,FCO,1952,1662,0.16,DIST. DISANFER LTDA,B83,14.86
200029827,7707145303081,GEL CAPILAR DISANFER FUERTE 27GR 12 SBS,DIS,3740,3553,0.16,DIST. DISANFER LTDA,B83,5
200030111,7707145303203,CREMA KALEIDO 15 ML 12 SBS GRATIS 50%,OFE,4614,4156,0.16,DIST. DISANFER LTDA,B83,9.93
200030113,7707145303210,CHA.CHENIPION 60 ML IVA +PEINE,FCO,3961,3961,0.16,DIST. DISANFER LTDA,B83,0
200016841,7707145303340,JABON DE AVENA ANTIBAC.DISANFER 140 GR,UN,1974,1974,0.16,DIST. DISANFER LTDA,B83,0
200015617,7707145303401,JABON LIQ.CHENIER.ANTIBAC.HERBAL 500 ML,UN,7894,5143,0.16,DIST. DISANFER LTDA,B83,34.85
200015618,7707145303418,JABON  LIQ.ANTIBAC.BRISA MARIN 500 ML,UN,7894,5143,0.16,DIST. DISANFER LTDA,B83,34.85
200015619,7707145303425,JABON LIQ.CHENIER.ANTIBAC.FRESA 500 ML,UN,7894,4779,0.16,DIST. DISANFER LTDA,B83,39.46
200029744,7707145303593,BLOQ.CHENI SUN PLUS SPF 50 10 ML 24 UDS,DIS,18079,18079,0.16,DIST. DISANFER LTDA,B83,0
200024284,7707145303609,PROT.SOLAR CHENI SUN PLUS 24 SBS,DIS,29807,27107,0.16,DIST. DISANFER LTDA,B83,9.06
200024558,7707145303616,PROT.SOLAR CHENI SUN PLUS 115 ML,UN,13418,11846,0.16,DIST. DISANFER LTDA,B83,11.72
100018760,7707145303623,PROT.SOLAR CHENI SUN PLUS 40 ML,UN,5425,5143,0.16,DIST. DISANFER LTDA,B83,5.2
200029826,7707145303975,SILICONA RESTAURADORA CABELLO 60 ML,FCO,4416,4416,0.16,DIST. DISANFER LTDA,B83,0
200028249,7707145303982,SILICONA RESTAURADORA CABELLO 20 SBS,UN,18494,18494,0.16,DIST. DISANFER LTDA,B83,0
200025555,7707145304088,KERATINA SBS 35 ML DISPLAY 20 UDS,DIS,15585,15585,0.16,DIST. DISANFER LTDA,B83,0
100017551,7707163010596,LENICORT MOMETASONA LOCION 60 GR,FCO,49179,49179,0,DERMACARE S.A.,B56,0
100016395,7707163010756,MUPIRAL UNGUENTO TOPICO 15 GR,TBO,23250,23250,0,DERMACARE S.A.,B56,0
100017554,7707163011098,EMUSYD CREMA CICATRIZANTE 60 GR,POT,24250,24250,0.16,DERMACARE S.A.,B56,0
200028483,7707163011135,GOMAS DHA KIDS OMEGA 3 15 SBS,CJ,27066,25975,0.16,DERMACARE S.A.,B56,4.03
100001873,7707172680056,AMOXAL 500 MG 15 CAPSULAS,CJ,40541,40541,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001999,7707172680179,TUMS ANTIACIDO MENTA 12 ROLLOS,CJ,39144,35106,0,GLAXO SMITHKLINE COLOMBIA,C66,10.32
100002002,7707172680186,TUMS ANTIACIDO SABORES 12 ROLLOS,CJ,40318,40318,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100002003,7707172680209,TUMS ANTIACIDO SABORES 3 ROLLOS,CJ,9500,9500,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001875,7707172680346,AMOXAL 500 MG 30 CAPSULAS (T),CJ,77421,77421,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100002019,7707172680483,ZENTEL 200 MG 2 TABLETAS,CJ,11850,11850,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001991,7707172680643,SEROXAT 20 MG 20 TABLETAS (M),CJ,88449,88449,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100002020,7707172680681,ZENTEL 400 MG 1 TABLETA,CJ,11754,11754,0,GLAXO SMITHKLINE COLOMBIA,C66,0
